inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock,stock_level,reorder_point,stock_status,inventory_validation,load_timestamp
INV00725,2026-03-31 05:00:00,Optical Frame,Bangalore_WH,190,242,107,325,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00730,2026-03-31 10:00:00,Optical Frame,Bangalore_WH,264,270,118,416,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00747,2026-04-01 03:00:00,Contact Lens,Bangalore_WH,379,289,165,503,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00761,2026-04-01 17:00:00,Contact Lens,Bangalore_WH,452,240,232,460,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00834,2026-04-04 18:00:00,Sunglasses,Mumbai_WH,341,215,190,366,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00836,2026-04-04 20:00:00,Sunglasses,Bangalore_WH,264,162,57,369,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00840,2026-04-05 00:00:00,Prescription Lens,Mumbai_WH,271,200,266,205,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00843,2026-04-05 03:00:00,Reading Glasses,Delhi_WH,139,205,92,252,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00844,2026-04-05 04:00:00,Sunglasses,Bangalore_WH,204,68,160,112,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00848,2026-04-05 08:00:00,Optical Frame,Mumbai_WH,441,252,162,531,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00853,2026-04-05 13:00:00,Optical Frame,Bangalore_WH,172,75,211,36,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00866,2026-04-06 02:00:00,Optical Frame,Delhi_WH,110,168,98,180,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00868,2026-04-06 04:00:00,Prescription Lens,Delhi_WH,318,97,256,159,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00880,2026-04-06 16:00:00,Prescription Lens,Mumbai_WH,205,133,69,269,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00892,2026-04-07 04:00:00,Contact Lens,Mumbai_WH,145,79,162,62,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00894,2026-04-07 06:00:00,Reading Glasses,Mumbai_WH,239,59,264,34,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00896,2026-04-07 08:00:00,Optical Frame,Bangalore_WH,425,208,200,433,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00920,2026-04-08 08:00:00,Prescription Lens,Mumbai_WH,232,87,295,24,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00987,2026-04-11 03:00:00,Contact Lens,Mumbai_WH,109,165,235,39,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00020,2026-03-01 20:00:00,Contact Lens,Delhi_WH,416,277,228,465,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00032,2026-03-02 08:00:00,Prescription Lens,Bangalore_WH,271,298,277,292,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00041,2026-03-02 17:00:00,Reading Glasses,Delhi_WH,188,232,208,212,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00049,2026-03-03 01:00:00,Optical Frame,Bangalore_WH,241,96,230,107,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00050,2026-03-03 02:00:00,Sunglasses,Delhi_WH,299,69,147,221,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00063,2026-03-03 15:00:00,Contact Lens,Bangalore_WH,241,221,187,275,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00091,2026-03-04 19:00:00,Prescription Lens,Delhi_WH,362,299,79,582,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00116,2026-03-05 20:00:00,Contact Lens,Mumbai_WH,479,226,265,440,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00133,2026-03-06 13:00:00,Sunglasses,Delhi_WH,363,186,199,350,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00136,2026-03-06 16:00:00,Sunglasses,Bangalore_WH,293,225,165,353,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00155,2026-03-07 11:00:00,Reading Glasses,Mumbai_WH,488,280,122,646,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00156,2026-03-07 12:00:00,Reading Glasses,Mumbai_WH,175,184,243,116,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00174,2026-03-08 06:00:00,Contact Lens,Delhi_WH,427,270,296,401,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00201,2026-03-09 09:00:00,Prescription Lens,Delhi_WH,326,134,163,297,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00205,2026-03-09 13:00:00,Sunglasses,Delhi_WH,151,133,125,159,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00208,2026-03-09 16:00:00,Reading Glasses,Mumbai_WH,455,143,242,356,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00218,2026-03-10 02:00:00,Reading Glasses,Mumbai_WH,387,142,57,472,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00257,2026-03-11 17:00:00,Reading Glasses,Delhi_WH,479,204,185,498,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00258,2026-03-11 18:00:00,Contact Lens,Mumbai_WH,303,183,92,394,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00288,2026-03-13 00:00:00,Reading Glasses,Bangalore_WH,255,131,55,331,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00295,2026-03-13 07:00:00,Prescription Lens,Bangalore_WH,480,265,244,501,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00312,2026-03-14 00:00:00,Contact Lens,Mumbai_WH,452,186,59,579,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00313,2026-03-14 01:00:00,Prescription Lens,Bangalore_WH,208,272,246,234,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00332,2026-03-14 20:00:00,Prescription Lens,Delhi_WH,154,125,123,156,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00334,2026-03-14 22:00:00,Reading Glasses,Mumbai_WH,310,191,215,286,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00339,2026-03-15 03:00:00,Contact Lens,Bangalore_WH,194,173,161,206,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00375,2026-03-16 15:00:00,Reading Glasses,Mumbai_WH,116,72,86,102,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00390,2026-03-17 06:00:00,Reading Glasses,Mumbai_WH,244,287,223,308,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00399,2026-03-17 15:00:00,Contact Lens,Mumbai_WH,461,236,50,647,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00417,2026-03-18 09:00:00,Sunglasses,Delhi_WH,167,134,141,160,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00429,2026-03-18 21:00:00,Reading Glasses,Mumbai_WH,338,163,166,335,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00446,2026-03-19 14:00:00,Contact Lens,Bangalore_WH,332,140,121,351,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00474,2026-03-20 18:00:00,Optical Frame,Mumbai_WH,439,219,237,421,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00482,2026-03-21 02:00:00,Reading Glasses,Mumbai_WH,325,50,246,129,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00485,2026-03-21 05:00:00,Optical Frame,Bangalore_WH,353,206,142,417,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00549,2026-03-23 21:00:00,Optical Frame,Bangalore_WH,255,60,67,248,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00556,2026-03-24 04:00:00,Reading Glasses,Delhi_WH,108,126,217,17,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00578,2026-03-25 02:00:00,Contact Lens,Bangalore_WH,144,84,100,128,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00588,2026-03-25 12:00:00,Sunglasses,Bangalore_WH,159,271,195,235,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00592,2026-03-25 16:00:00,Sunglasses,Delhi_WH,330,114,94,350,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00608,2026-03-26 08:00:00,Optical Frame,Bangalore_WH,340,202,288,254,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00611,2026-03-26 11:00:00,Sunglasses,Bangalore_WH,196,258,237,217,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00641,2026-03-27 17:00:00,Sunglasses,Mumbai_WH,384,289,158,515,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00645,2026-03-27 21:00:00,Contact Lens,Bangalore_WH,451,168,268,351,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00652,2026-03-28 04:00:00,Sunglasses,Mumbai_WH,451,85,133,403,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00653,2026-03-28 05:00:00,Sunglasses,Delhi_WH,251,125,72,304,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00654,2026-03-28 06:00:00,Prescription Lens,Mumbai_WH,425,174,193,406,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00690,2026-03-29 18:00:00,Optical Frame,Bangalore_WH,292,294,161,425,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00722,2026-03-31 02:00:00,Sunglasses,Mumbai_WH,183,138,219,102,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00733,2026-03-31 13:00:00,Prescription Lens,Bangalore_WH,134,133,201,66,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00738,2026-03-31 18:00:00,Contact Lens,Mumbai_WH,138,270,231,177,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00741,2026-03-31 21:00:00,Sunglasses,Mumbai_WH,165,84,150,99,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00743,2026-03-31 23:00:00,Optical Frame,Mumbai_WH,256,131,135,252,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00794,2026-04-03 02:00:00,Reading Glasses,Mumbai_WH,305,163,216,252,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00867,2026-04-06 03:00:00,Prescription Lens,Bangalore_WH,310,206,199,317,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00897,2026-04-07 09:00:00,Contact Lens,Mumbai_WH,178,206,177,207,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00902,2026-04-07 14:00:00,Optical Frame,Mumbai_WH,182,162,139,205,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00908,2026-04-07 20:00:00,Reading Glasses,Delhi_WH,267,220,299,188,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00912,2026-04-08 00:00:00,Sunglasses,Delhi_WH,274,144,280,138,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00937,2026-04-09 01:00:00,Prescription Lens,Mumbai_WH,129,119,204,44,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00981,2026-04-10 21:00:00,Optical Frame,Bangalore_WH,390,245,174,461,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00982,2026-04-10 22:00:00,Sunglasses,Delhi_WH,120,172,248,44,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00983,2026-04-10 23:00:00,Optical Frame,Delhi_WH,183,131,71,243,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00022,2026-03-01 22:00:00,Optical Frame,Delhi_WH,128,267,263,132,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00024,2026-03-02 00:00:00,Reading Glasses,Mumbai_WH,432,235,227,440,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00051,2026-03-03 03:00:00,Optical Frame,Delhi_WH,226,236,220,242,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00052,2026-03-03 04:00:00,Optical Frame,Bangalore_WH,148,86,152,82,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00079,2026-03-04 07:00:00,Contact Lens,Bangalore_WH,329,254,245,338,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00105,2026-03-05 09:00:00,Reading Glasses,Delhi_WH,120,213,135,198,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00113,2026-03-05 17:00:00,Contact Lens,Mumbai_WH,168,144,73,239,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00173,2026-03-08 05:00:00,Reading Glasses,Delhi_WH,196,62,53,205,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00198,2026-03-09 06:00:00,Reading Glasses,Delhi_WH,179,169,219,129,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00214,2026-03-09 22:00:00,Prescription Lens,Delhi_WH,461,249,228,482,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00223,2026-03-10 07:00:00,Reading Glasses,Mumbai_WH,167,265,181,251,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00237,2026-03-10 21:00:00,Optical Frame,Delhi_WH,234,160,155,239,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00250,2026-03-11 10:00:00,Contact Lens,Bangalore_WH,203,143,63,283,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00289,2026-03-13 01:00:00,Contact Lens,Delhi_WH,179,115,233,61,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00296,2026-03-13 08:00:00,Sunglasses,Mumbai_WH,356,209,265,300,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00299,2026-03-13 11:00:00,Optical Frame,Bangalore_WH,262,244,54,452,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00331,2026-03-14 19:00:00,Contact Lens,Mumbai_WH,333,73,165,241,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00337,2026-03-15 01:00:00,Optical Frame,Bangalore_WH,477,142,118,501,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00349,2026-03-15 13:00:00,Sunglasses,Delhi_WH,411,84,206,289,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00378,2026-03-16 18:00:00,Reading Glasses,Bangalore_WH,459,139,283,315,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00389,2026-03-17 05:00:00,Optical Frame,Mumbai_WH,365,148,229,284,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00400,2026-03-17 16:00:00,Contact Lens,Delhi_WH,286,100,142,244,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00404,2026-03-17 20:00:00,Sunglasses,Delhi_WH,224,93,136,181,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00408,2026-03-18 00:00:00,Sunglasses,Delhi_WH,211,293,189,315,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00412,2026-03-18 04:00:00,Prescription Lens,Bangalore_WH,400,104,157,347,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00434,2026-03-19 02:00:00,Prescription Lens,Delhi_WH,390,224,214,400,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00454,2026-03-19 22:00:00,Optical Frame,Bangalore_WH,483,219,299,403,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00486,2026-03-21 06:00:00,Reading Glasses,Mumbai_WH,425,147,79,493,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00497,2026-03-21 17:00:00,Sunglasses,Delhi_WH,456,149,54,551,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00512,2026-03-22 08:00:00,Prescription Lens,Delhi_WH,197,193,289,101,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00534,2026-03-23 06:00:00,Contact Lens,Mumbai_WH,488,275,169,594,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00536,2026-03-23 08:00:00,Optical Frame,Mumbai_WH,129,59,77,111,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00537,2026-03-23 09:00:00,Prescription Lens,Mumbai_WH,449,125,213,361,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00550,2026-03-23 22:00:00,Contact Lens,Bangalore_WH,481,165,195,451,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00558,2026-03-24 06:00:00,Prescription Lens,Mumbai_WH,199,146,138,207,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00582,2026-03-25 06:00:00,Sunglasses,Mumbai_WH,208,265,287,186,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00593,2026-03-25 17:00:00,Optical Frame,Delhi_WH,227,172,97,302,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00596,2026-03-25 20:00:00,Contact Lens,Bangalore_WH,286,224,188,322,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00613,2026-03-26 13:00:00,Optical Frame,Mumbai_WH,432,229,107,554,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00626,2026-03-27 02:00:00,Sunglasses,Mumbai_WH,342,201,296,247,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00632,2026-03-27 08:00:00,Reading Glasses,Bangalore_WH,218,54,222,50,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00647,2026-03-27 23:00:00,Contact Lens,Bangalore_WH,347,292,92,547,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00675,2026-03-29 03:00:00,Sunglasses,Delhi_WH,305,242,191,356,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00704,2026-03-30 08:00:00,Sunglasses,Bangalore_WH,163,274,219,218,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00708,2026-03-30 12:00:00,Contact Lens,Delhi_WH,105,64,78,91,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00711,2026-03-30 15:00:00,Prescription Lens,Mumbai_WH,282,71,281,72,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00724,2026-03-31 04:00:00,Prescription Lens,Bangalore_WH,220,278,85,413,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00729,2026-03-31 09:00:00,Prescription Lens,Delhi_WH,103,240,78,265,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00732,2026-03-31 12:00:00,Contact Lens,Delhi_WH,129,206,57,278,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00734,2026-03-31 14:00:00,Prescription Lens,Mumbai_WH,377,205,62,520,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00797,2026-04-03 05:00:00,Sunglasses,Mumbai_WH,314,145,75,384,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00820,2026-04-04 04:00:00,Prescription Lens,Delhi_WH,224,159,244,139,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00859,2026-04-05 19:00:00,Optical Frame,Delhi_WH,185,119,223,81,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00870,2026-04-06 06:00:00,Reading Glasses,Delhi_WH,149,77,102,124,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00884,2026-04-06 20:00:00,Sunglasses,Mumbai_WH,385,88,114,359,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00899,2026-04-07 11:00:00,Contact Lens,Delhi_WH,390,129,217,302,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00914,2026-04-08 02:00:00,Prescription Lens,Bangalore_WH,440,216,131,525,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00915,2026-04-08 03:00:00,Prescription Lens,Delhi_WH,404,230,126,508,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00949,2026-04-09 13:00:00,Contact Lens,Delhi_WH,323,198,81,440,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00953,2026-04-09 17:00:00,Prescription Lens,Bangalore_WH,113,148,94,167,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00954,2026-04-09 18:00:00,Sunglasses,Bangalore_WH,259,157,202,214,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00970,2026-04-10 10:00:00,Contact Lens,Mumbai_WH,411,156,92,475,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00989,2026-04-11 05:00:00,Optical Frame,Bangalore_WH,406,77,130,353,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00994,2026-04-11 10:00:00,Sunglasses,Mumbai_WH,162,218,89,291,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00001,2026-03-01 01:00:00,Optical Frame,Delhi_WH,417,244,140,521,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00003,2026-03-01 03:00:00,Sunglasses,Bangalore_WH,298,147,209,236,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00021,2026-03-01 21:00:00,Sunglasses,Mumbai_WH,270,288,65,493,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00025,2026-03-02 01:00:00,Optical Frame,Delhi_WH,116,131,117,130,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00071,2026-03-03 23:00:00,Contact Lens,Delhi_WH,114,200,206,108,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00074,2026-03-04 02:00:00,Reading Glasses,Delhi_WH,204,142,283,63,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00100,2026-03-05 04:00:00,Reading Glasses,Delhi_WH,216,163,164,215,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00108,2026-03-05 12:00:00,Prescription Lens,Bangalore_WH,241,256,192,305,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00137,2026-03-06 17:00:00,Prescription Lens,Mumbai_WH,114,279,106,287,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00144,2026-03-07 00:00:00,Optical Frame,Bangalore_WH,299,154,241,212,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00148,2026-03-07 04:00:00,Reading Glasses,Bangalore_WH,169,290,166,293,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00152,2026-03-07 08:00:00,Sunglasses,Mumbai_WH,257,210,299,168,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00181,2026-03-08 13:00:00,Optical Frame,Mumbai_WH,355,69,262,162,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00225,2026-03-10 09:00:00,Optical Frame,Bangalore_WH,295,218,239,274,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00255,2026-03-11 15:00:00,Prescription Lens,Delhi_WH,116,253,144,225,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00264,2026-03-12 00:00:00,Sunglasses,Delhi_WH,434,199,261,372,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00268,2026-03-12 04:00:00,Prescription Lens,Bangalore_WH,397,63,181,279,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00281,2026-03-12 17:00:00,Reading Glasses,Bangalore_WH,438,239,210,467,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00308,2026-03-13 20:00:00,Optical Frame,Delhi_WH,104,164,261,7,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00321,2026-03-14 09:00:00,Reading Glasses,Delhi_WH,377,108,117,368,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00338,2026-03-15 02:00:00,Reading Glasses,Delhi_WH,363,224,231,356,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00353,2026-03-15 17:00:00,Optical Frame,Bangalore_WH,322,228,262,288,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00367,2026-03-16 07:00:00,Optical Frame,Delhi_WH,238,61,293,6,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00393,2026-03-17 09:00:00,Optical Frame,Bangalore_WH,118,193,137,174,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00397,2026-03-17 13:00:00,Prescription Lens,Delhi_WH,195,149,51,293,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00450,2026-03-19 18:00:00,Sunglasses,Mumbai_WH,182,70,240,12,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00477,2026-03-20 21:00:00,Prescription Lens,Delhi_WH,388,83,56,415,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00524,2026-03-22 20:00:00,Sunglasses,Bangalore_WH,288,64,222,130,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00543,2026-03-23 15:00:00,Reading Glasses,Bangalore_WH,351,265,61,555,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00572,2026-03-24 20:00:00,Sunglasses,Bangalore_WH,482,154,220,416,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00574,2026-03-24 22:00:00,Optical Frame,Delhi_WH,124,136,202,58,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00622,2026-03-26 22:00:00,Optical Frame,Bangalore_WH,223,96,116,203,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00628,2026-03-27 04:00:00,Reading Glasses,Delhi_WH,498,211,232,477,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00658,2026-03-28 10:00:00,Contact Lens,Delhi_WH,438,96,101,433,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00667,2026-03-28 19:00:00,Sunglasses,Bangalore_WH,138,264,280,122,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00706,2026-03-30 10:00:00,Sunglasses,Delhi_WH,172,288,154,306,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00740,2026-03-31 20:00:00,Optical Frame,Bangalore_WH,386,142,207,321,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00767,2026-04-01 23:00:00,Reading Glasses,Bangalore_WH,230,176,214,192,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00774,2026-04-02 06:00:00,Optical Frame,Mumbai_WH,432,149,215,366,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
INV00783,2026-04-02 15:00:00,Prescription Lens,Delhi_WH,166,239,287,118,CRITICAL,150,LOW,Pass,2026-04-12 09:21:04.313281
INV00805,2026-04-03 13:00:00,Reading Glasses,Mumbai_WH,349,267,258,358,CRITICAL,150,OK,Pass,2026-04-12 09:21:04.313281
