shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status,date,route,on_time,dispatch_date_dt,expected_delivery_date_dt,actual_delivery_date_dt,on_time_flag,delay_category,load_timestamp
SHP01898,ORD01898,Sunglasses,57,Plant_A,Delhi_WH,SUP6,2026-04-21 02:00:00,2026-04-22 02:00:00,2026-04-23 02:00:00,1,Delivered,2026-04-21 02:00:00,West Route,1,2026-04-21,2026-04-22,2026-04-23,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01935,ORD01935,Prescription Lens,78,Plant_A,Bangalore_WH,SUP3,2026-04-22 15:00:00,2026-04-23 15:00:00,2026-04-24 15:00:00,2,Delayed,2026-04-22 15:00:00,South Route,1,2026-04-22,2026-04-23,2026-04-24,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01939,ORD01939,Sunglasses,195,Plant_A,Bangalore_WH,SUP8,2026-04-22 19:00:00,2026-04-23 19:00:00,2026-04-24 19:00:00,1,Delivered,2026-04-22 19:00:00,East Route,1,2026-04-22,2026-04-23,2026-04-24,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01943,ORD01943,Optical Frame,135,Plant_A,Delhi_WH,SUP14,2026-04-22 23:00:00,2026-04-23 23:00:00,2026-04-24 23:00:00,1,Delivered,2026-04-22 23:00:00,East Route,1,2026-04-22,2026-04-23,2026-04-24,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01975,ORD01975,Optical Frame,144,Plant_A,Bangalore_WH,SUP11,2026-04-24 07:00:00,2026-04-25 07:00:00,2026-04-26 07:00:00,6,Delivered,2026-04-24 07:00:00,South Route,1,2026-04-24,2026-04-25,2026-04-26,0,Major Delay,2026-04-10 12:15:58.138368
SHP01992,ORD01992,Contact Lens,172,Plant_A,Delhi_WH,SUP5,2026-04-25 00:00:00,2026-04-26 00:00:00,2026-04-27 00:00:00,1,Delayed,2026-04-25 00:00:00,West Route,1,2026-04-25,2026-04-26,2026-04-27,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01007,ORD01007,Contact Lens,190,Plant_B,Bangalore_WH,SUP10,2026-03-14 23:00:00,2026-03-15 23:00:00,2026-03-16 23:00:00,1,Delivered,2026-03-14 23:00:00,West Route,1,2026-03-14,2026-03-15,2026-03-16,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01027,ORD01027,Prescription Lens,15,Plant_A,Mumbai_WH,SUP14,2026-03-15 19:00:00,2026-03-16 19:00:00,2026-03-17 19:00:00,2,Delivered,2026-03-15 19:00:00,West Route,1,2026-03-15,2026-03-16,2026-03-17,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01047,ORD01047,Prescription Lens,78,Plant_B,Delhi_WH,SUP2,2026-03-16 15:00:00,2026-03-17 15:00:00,2026-03-18 15:00:00,5,Delivered,2026-03-16 15:00:00,East Route,1,2026-03-16,2026-03-17,2026-03-18,0,Major Delay,2026-04-10 12:15:58.138368
SHP01055,ORD01055,Reading Glasses,115,Plant_B,Bangalore_WH,SUP4,2026-03-16 23:00:00,2026-03-17 23:00:00,2026-03-18 23:00:00,5,Delivered,2026-03-16 23:00:00,North Route,1,2026-03-16,2026-03-17,2026-03-18,0,Major Delay,2026-04-10 12:15:58.138368
SHP01106,ORD01106,Reading Glasses,160,Plant_A,Delhi_WH,SUP8,2026-03-19 02:00:00,2026-03-20 02:00:00,2026-03-21 02:00:00,4,Delayed,2026-03-19 02:00:00,North Route,1,2026-03-19,2026-03-20,2026-03-21,0,Major Delay,2026-04-10 12:15:58.138368
SHP01185,ORD01185,Prescription Lens,52,Plant_B,Bangalore_WH,SUP13,2026-03-22 09:00:00,2026-03-23 09:00:00,2026-03-24 09:00:00,6,Delivered,2026-03-22 09:00:00,West Route,1,2026-03-22,2026-03-23,2026-03-24,0,Major Delay,2026-04-10 12:15:58.138368
SHP01187,ORD01187,Reading Glasses,199,Plant_B,Mumbai_WH,SUP7,2026-03-22 11:00:00,2026-03-23 11:00:00,2026-03-24 11:00:00,6,Delivered,2026-03-22 11:00:00,East Route,1,2026-03-22,2026-03-23,2026-03-24,0,Major Delay,2026-04-10 12:15:58.138368
SHP01196,ORD01196,Contact Lens,22,Plant_B,Bangalore_WH,SUP10,2026-03-22 20:00:00,2026-03-23 20:00:00,2026-03-24 20:00:00,1,Delayed,2026-03-22 20:00:00,West Route,1,2026-03-22,2026-03-23,2026-03-24,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01211,ORD01211,Prescription Lens,140,Plant_B,Delhi_WH,SUP14,2026-03-23 11:00:00,2026-03-24 11:00:00,2026-03-25 11:00:00,0,Delivered,2026-03-23 11:00:00,South Route,1,2026-03-23,2026-03-24,2026-03-25,1,On-Time,2026-04-10 12:15:58.138368
SHP01232,ORD01232,Prescription Lens,64,Plant_A,Mumbai_WH,SUP6,2026-03-24 08:00:00,2026-03-25 08:00:00,2026-03-26 08:00:00,5,Delivered,2026-03-24 08:00:00,West Route,1,2026-03-24,2026-03-25,2026-03-26,0,Major Delay,2026-04-10 12:15:58.138368
SHP01237,ORD01237,Optical Frame,109,Plant_B,Delhi_WH,SUP11,2026-03-24 13:00:00,2026-03-25 13:00:00,2026-03-26 13:00:00,5,Delivered,2026-03-24 13:00:00,West Route,0,2026-03-24,2026-03-25,2026-03-26,0,Major Delay,2026-04-10 12:15:58.138368
SHP01267,ORD01267,Optical Frame,155,Plant_A,Delhi_WH,SUP4,2026-03-25 19:00:00,2026-03-26 19:00:00,2026-03-27 19:00:00,4,Delivered,2026-03-25 19:00:00,West Route,1,2026-03-25,2026-03-26,2026-03-27,0,Major Delay,2026-04-10 12:15:58.138368
SHP01271,ORD01271,Sunglasses,165,Plant_B,Mumbai_WH,SUP19,2026-03-25 23:00:00,2026-03-26 23:00:00,2026-03-27 23:00:00,4,Delivered,2026-03-25 23:00:00,West Route,1,2026-03-25,2026-03-26,2026-03-27,0,Major Delay,2026-04-10 12:15:58.138368
SHP01278,ORD01278,Sunglasses,69,Plant_B,Delhi_WH,SUP7,2026-03-26 06:00:00,2026-03-27 06:00:00,2026-03-28 06:00:00,2,Delivered,2026-03-26 06:00:00,East Route,1,2026-03-26,2026-03-27,2026-03-28,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01280,ORD01280,Optical Frame,88,Plant_B,Delhi_WH,SUP20,2026-03-26 08:00:00,2026-03-27 08:00:00,2026-03-28 08:00:00,6,Delivered,2026-03-26 08:00:00,East Route,0,2026-03-26,2026-03-27,2026-03-28,0,Major Delay,2026-04-10 12:15:58.138368
SHP01294,ORD01294,Reading Glasses,134,Plant_A,Bangalore_WH,SUP15,2026-03-26 22:00:00,2026-03-27 22:00:00,2026-03-28 22:00:00,2,Delivered,2026-03-26 22:00:00,South Route,1,2026-03-26,2026-03-27,2026-03-28,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01323,ORD01323,Optical Frame,139,Plant_A,Mumbai_WH,SUP10,2026-03-28 03:00:00,2026-03-29 03:00:00,2026-03-30 03:00:00,4,Delayed,2026-03-28 03:00:00,North Route,1,2026-03-28,2026-03-29,2026-03-30,0,Major Delay,2026-04-10 12:15:58.138368
SHP01327,ORD01327,Sunglasses,78,Plant_A,Delhi_WH,SUP4,2026-03-28 07:00:00,2026-03-29 07:00:00,2026-03-30 07:00:00,6,Delivered,2026-03-28 07:00:00,West Route,1,2026-03-28,2026-03-29,2026-03-30,0,Major Delay,2026-04-10 12:15:58.138368
SHP01333,ORD01333,Sunglasses,56,Plant_A,Mumbai_WH,SUP16,2026-03-28 13:00:00,2026-03-29 13:00:00,2026-03-30 13:00:00,1,Delayed,2026-03-28 13:00:00,North Route,1,2026-03-28,2026-03-29,2026-03-30,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01342,ORD01342,Optical Frame,166,Plant_A,Mumbai_WH,SUP19,2026-03-28 22:00:00,2026-03-29 22:00:00,2026-03-30 22:00:00,5,Delivered,2026-03-28 22:00:00,South Route,1,2026-03-28,2026-03-29,2026-03-30,0,Major Delay,2026-04-10 12:15:58.138368
SHP01343,ORD01343,Contact Lens,90,Plant_B,Delhi_WH,SUP3,2026-03-28 23:00:00,2026-03-29 23:00:00,2026-03-30 23:00:00,4,Delivered,2026-03-28 23:00:00,East Route,1,2026-03-28,2026-03-29,2026-03-30,0,Major Delay,2026-04-10 12:15:58.138368
SHP01396,ORD01396,Sunglasses,140,Plant_B,Bangalore_WH,SUP6,2026-03-31 04:00:00,2026-04-01 04:00:00,2026-04-02 04:00:00,5,Delivered,2026-03-31 04:00:00,East Route,1,2026-03-31,2026-04-01,2026-04-02,0,Major Delay,2026-04-10 12:15:58.138368
SHP01408,ORD01408,Prescription Lens,170,Plant_B,Mumbai_WH,SUP11,2026-03-31 16:00:00,2026-04-01 16:00:00,2026-04-02 16:00:00,4,Delivered,2026-03-31 16:00:00,South Route,1,2026-03-31,2026-04-01,2026-04-02,0,Major Delay,2026-04-10 12:15:58.138368
SHP01415,ORD01415,Reading Glasses,187,Plant_A,Delhi_WH,SUP17,2026-03-31 23:00:00,2026-04-01 23:00:00,2026-04-02 23:00:00,3,Delivered,2026-03-31 23:00:00,North Route,1,2026-03-31,2026-04-01,2026-04-02,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01422,ORD01422,Prescription Lens,110,Plant_A,Mumbai_WH,SUP11,2026-04-01 06:00:00,2026-04-02 06:00:00,2026-04-03 06:00:00,4,Delayed,2026-04-01 06:00:00,South Route,1,2026-04-01,2026-04-02,2026-04-03,0,Major Delay,2026-04-10 12:15:58.138368
SHP01425,ORD01425,Contact Lens,108,Plant_B,Delhi_WH,SUP18,2026-04-01 09:00:00,2026-04-02 09:00:00,2026-04-03 09:00:00,6,Delivered,2026-04-01 09:00:00,South Route,1,2026-04-01,2026-04-02,2026-04-03,0,Major Delay,2026-04-10 12:15:58.138368
SHP01472,ORD01472,Contact Lens,120,Plant_A,Delhi_WH,SUP13,2026-04-03 08:00:00,2026-04-04 08:00:00,2026-04-05 08:00:00,3,Delivered,2026-04-03 08:00:00,South Route,1,2026-04-03,2026-04-04,2026-04-05,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01490,ORD01490,Prescription Lens,86,Plant_A,Bangalore_WH,SUP17,2026-04-04 02:00:00,2026-04-05 02:00:00,2026-04-06 02:00:00,3,Delivered,2026-04-04 02:00:00,West Route,1,2026-04-04,2026-04-05,2026-04-06,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01522,ORD01522,Contact Lens,107,Plant_A,Delhi_WH,SUP6,2026-04-05 10:00:00,2026-04-06 10:00:00,2026-04-07 10:00:00,5,Delivered,2026-04-05 10:00:00,West Route,1,2026-04-05,2026-04-06,2026-04-07,0,Major Delay,2026-04-10 12:15:58.138368
SHP01547,ORD01547,Sunglasses,56,Plant_B,Delhi_WH,SUP1,2026-04-06 11:00:00,2026-04-07 11:00:00,2026-04-08 11:00:00,0,Delivered,2026-04-06 11:00:00,South Route,1,2026-04-06,2026-04-07,2026-04-08,1,On-Time,2026-04-10 12:15:58.138368
SHP01552,ORD01552,Optical Frame,79,Plant_B,Delhi_WH,SUP18,2026-04-06 16:00:00,2026-04-07 16:00:00,2026-04-08 16:00:00,3,Delivered,2026-04-06 16:00:00,West Route,1,2026-04-06,2026-04-07,2026-04-08,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01553,ORD01553,Sunglasses,190,Plant_A,Bangalore_WH,SUP19,2026-04-06 17:00:00,2026-04-07 17:00:00,2026-04-08 17:00:00,5,Delivered,2026-04-06 17:00:00,West Route,1,2026-04-06,2026-04-07,2026-04-08,0,Major Delay,2026-04-10 12:15:58.138368
SHP01555,ORD01555,Contact Lens,167,Plant_B,Bangalore_WH,SUP11,2026-04-06 19:00:00,2026-04-07 19:00:00,2026-04-08 19:00:00,4,Delayed,2026-04-06 19:00:00,North Route,1,2026-04-06,2026-04-07,2026-04-08,0,Major Delay,2026-04-10 12:15:58.138368
SHP01575,ORD01575,Contact Lens,138,Plant_A,Bangalore_WH,SUP14,2026-04-07 15:00:00,2026-04-08 15:00:00,2026-04-09 15:00:00,2,Delivered,2026-04-07 15:00:00,West Route,1,2026-04-07,2026-04-08,2026-04-09,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01613,ORD01613,Prescription Lens,189,Plant_B,Mumbai_WH,SUP16,2026-04-09 05:00:00,2026-04-10 05:00:00,2026-04-11 05:00:00,1,Delivered,2026-04-09 05:00:00,East Route,1,2026-04-09,2026-04-10,2026-04-11,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01619,ORD01619,Prescription Lens,194,Plant_B,Delhi_WH,SUP20,2026-04-09 11:00:00,2026-04-10 11:00:00,2026-04-11 11:00:00,0,Delivered,2026-04-09 11:00:00,South Route,1,2026-04-09,2026-04-10,2026-04-11,1,On-Time,2026-04-10 12:15:58.138368
SHP01626,ORD01626,Optical Frame,95,Plant_A,Delhi_WH,SUP9,2026-04-09 18:00:00,2026-04-10 18:00:00,2026-04-11 18:00:00,6,Delivered,2026-04-09 18:00:00,East Route,1,2026-04-09,2026-04-10,2026-04-11,0,Major Delay,2026-04-10 12:15:58.138368
SHP01635,ORD01635,Prescription Lens,32,Plant_B,Bangalore_WH,SUP16,2026-04-10 03:00:00,2026-04-11 03:00:00,2026-04-12 03:00:00,1,Delivered,2026-04-10 03:00:00,North Route,1,2026-04-10,2026-04-11,2026-04-12,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01656,ORD01656,Prescription Lens,125,Plant_A,Mumbai_WH,SUP6,2026-04-11 00:00:00,2026-04-12 00:00:00,2026-04-13 00:00:00,4,Delivered,2026-04-11 00:00:00,East Route,1,2026-04-11,2026-04-12,2026-04-13,0,Major Delay,2026-04-10 12:15:58.138368
SHP01667,ORD01667,Prescription Lens,171,Plant_A,Delhi_WH,SUP7,2026-04-11 11:00:00,2026-04-12 11:00:00,2026-04-13 11:00:00,6,Delivered,2026-04-11 11:00:00,West Route,1,2026-04-11,2026-04-12,2026-04-13,0,Major Delay,2026-04-10 12:15:58.138368
SHP01692,ORD01692,Contact Lens,33,Plant_B,Bangalore_WH,SUP19,2026-04-12 12:00:00,2026-04-13 12:00:00,2026-04-14 12:00:00,3,Delivered,2026-04-12 12:00:00,East Route,1,2026-04-12,2026-04-13,2026-04-14,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01714,ORD01714,Contact Lens,84,Plant_B,Delhi_WH,SUP10,2026-04-13 10:00:00,2026-04-14 10:00:00,2026-04-15 10:00:00,6,Delivered,2026-04-13 10:00:00,West Route,1,2026-04-13,2026-04-14,2026-04-15,0,Major Delay,2026-04-10 12:15:58.138368
SHP01756,ORD01756,Optical Frame,143,Plant_B,Mumbai_WH,SUP15,2026-04-15 04:00:00,2026-04-16 04:00:00,2026-04-17 04:00:00,6,Delivered,2026-04-15 04:00:00,South Route,0,2026-04-15,2026-04-16,2026-04-17,0,Major Delay,2026-04-10 12:15:58.138368
SHP01772,ORD01772,Prescription Lens,134,Plant_A,Delhi_WH,SUP18,2026-04-15 20:00:00,2026-04-16 20:00:00,2026-04-17 20:00:00,6,Delivered,2026-04-15 20:00:00,East Route,1,2026-04-15,2026-04-16,2026-04-17,0,Major Delay,2026-04-10 12:15:58.138368
SHP01802,ORD01802,Reading Glasses,176,Plant_B,Bangalore_WH,SUP15,2026-04-17 02:00:00,2026-04-18 02:00:00,2026-04-19 02:00:00,4,Delivered,2026-04-17 02:00:00,North Route,1,2026-04-17,2026-04-18,2026-04-19,0,Major Delay,2026-04-10 12:15:58.138368
SHP01832,ORD01832,Optical Frame,172,Plant_A,Mumbai_WH,SUP8,2026-04-18 08:00:00,2026-04-19 08:00:00,2026-04-20 08:00:00,3,Delayed,2026-04-18 08:00:00,North Route,1,2026-04-18,2026-04-19,2026-04-20,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01833,ORD01833,Sunglasses,138,Plant_B,Mumbai_WH,SUP10,2026-04-18 09:00:00,2026-04-19 09:00:00,2026-04-20 09:00:00,6,Delivered,2026-04-18 09:00:00,East Route,1,2026-04-18,2026-04-19,2026-04-20,0,Major Delay,2026-04-10 12:15:58.138368
SHP01852,ORD01852,Optical Frame,22,Plant_B,Mumbai_WH,SUP5,2026-04-19 04:00:00,2026-04-20 04:00:00,2026-04-21 04:00:00,5,Delivered,2026-04-19 04:00:00,North Route,1,2026-04-19,2026-04-20,2026-04-21,0,Major Delay,2026-04-10 12:15:58.138368
SHP01857,ORD01857,Optical Frame,109,Plant_B,Mumbai_WH,SUP4,2026-04-19 09:00:00,2026-04-20 09:00:00,2026-04-21 09:00:00,5,Delayed,2026-04-19 09:00:00,East Route,1,2026-04-19,2026-04-20,2026-04-21,0,Major Delay,2026-04-10 12:15:58.138368
SHP01859,ORD01859,Reading Glasses,148,Plant_B,Bangalore_WH,SUP13,2026-04-19 11:00:00,2026-04-20 11:00:00,2026-04-21 11:00:00,5,Delivered,2026-04-19 11:00:00,South Route,1,2026-04-19,2026-04-20,2026-04-21,0,Major Delay,2026-04-10 12:15:58.138368
SHP01873,ORD01873,Reading Glasses,147,Plant_A,Bangalore_WH,SUP10,2026-04-20 01:00:00,2026-04-21 01:00:00,2026-04-22 01:00:00,6,Delivered,2026-04-20 01:00:00,East Route,1,2026-04-20,2026-04-21,2026-04-22,0,Major Delay,2026-04-10 12:15:58.138368
SHP01874,ORD01874,Prescription Lens,69,Plant_A,Delhi_WH,SUP4,2026-04-20 02:00:00,2026-04-21 02:00:00,2026-04-22 02:00:00,5,Delivered,2026-04-20 02:00:00,South Route,1,2026-04-20,2026-04-21,2026-04-22,0,Major Delay,2026-04-10 12:15:58.138368
SHP01908,ORD01908,Prescription Lens,38,Plant_B,Bangalore_WH,SUP11,2026-04-21 12:00:00,2026-04-22 12:00:00,2026-04-23 12:00:00,6,Delayed,2026-04-21 12:00:00,South Route,0,2026-04-21,2026-04-22,2026-04-23,0,Major Delay,2026-04-10 12:15:58.138368
SHP01910,ORD01910,Reading Glasses,195,Plant_A,Bangalore_WH,SUP6,2026-04-21 14:00:00,2026-04-22 14:00:00,2026-04-23 14:00:00,3,Delivered,2026-04-21 14:00:00,East Route,1,2026-04-21,2026-04-22,2026-04-23,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01944,ORD01944,Reading Glasses,107,Plant_B,Bangalore_WH,SUP5,2026-04-23 00:00:00,2026-04-24 00:00:00,2026-04-25 00:00:00,6,Delivered,2026-04-23 00:00:00,West Route,1,2026-04-23,2026-04-24,2026-04-25,0,Major Delay,2026-04-10 12:15:58.138368
SHP01961,ORD01961,Contact Lens,93,Plant_B,Bangalore_WH,SUP10,2026-04-23 17:00:00,2026-04-24 17:00:00,2026-04-25 17:00:00,0,Delivered,2026-04-23 17:00:00,North Route,1,2026-04-23,2026-04-24,2026-04-25,1,On-Time,2026-04-10 12:15:58.138368
SHP01997,ORD01997,Prescription Lens,89,Plant_A,Bangalore_WH,SUP6,2026-04-25 05:00:00,2026-04-26 05:00:00,2026-04-27 05:00:00,6,Delivered,2026-04-25 05:00:00,North Route,1,2026-04-25,2026-04-26,2026-04-27,0,Major Delay,2026-04-10 12:15:58.138368
SHP01020,ORD01020,Reading Glasses,120,Plant_A,Bangalore_WH,SUP3,2026-03-15 12:00:00,2026-03-16 12:00:00,2026-03-17 12:00:00,5,Delivered,2026-03-15 12:00:00,South Route,1,2026-03-15,2026-03-16,2026-03-17,0,Major Delay,2026-04-10 12:15:58.138368
SHP01023,ORD01023,Sunglasses,144,Plant_B,Bangalore_WH,SUP4,2026-03-15 15:00:00,2026-03-16 15:00:00,2026-03-17 15:00:00,2,Delayed,2026-03-15 15:00:00,East Route,1,2026-03-15,2026-03-16,2026-03-17,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01031,ORD01031,Contact Lens,135,Plant_A,Delhi_WH,SUP4,2026-03-15 23:00:00,2026-03-16 23:00:00,2026-03-17 23:00:00,5,Delayed,2026-03-15 23:00:00,East Route,0,2026-03-15,2026-03-16,2026-03-17,0,Major Delay,2026-04-10 12:15:58.138368
SHP01035,ORD01035,Optical Frame,132,Plant_A,Mumbai_WH,SUP4,2026-03-16 03:00:00,2026-03-17 03:00:00,2026-03-18 03:00:00,4,Delivered,2026-03-16 03:00:00,West Route,0,2026-03-16,2026-03-17,2026-03-18,0,Major Delay,2026-04-10 12:15:58.138368
SHP01040,ORD01040,Reading Glasses,97,Plant_A,Mumbai_WH,SUP3,2026-03-16 08:00:00,2026-03-17 08:00:00,2026-03-18 08:00:00,0,Delayed,2026-03-16 08:00:00,North Route,1,2026-03-16,2026-03-17,2026-03-18,1,On-Time,2026-04-10 12:15:58.138368
SHP01068,ORD01068,Contact Lens,11,Plant_A,Bangalore_WH,SUP9,2026-03-17 12:00:00,2026-03-18 12:00:00,2026-03-19 12:00:00,6,Delivered,2026-03-17 12:00:00,West Route,1,2026-03-17,2026-03-18,2026-03-19,0,Major Delay,2026-04-10 12:15:58.138368
SHP01105,ORD01105,Sunglasses,70,Plant_A,Delhi_WH,SUP4,2026-03-19 01:00:00,2026-03-20 01:00:00,2026-03-21 01:00:00,6,Delivered,2026-03-19 01:00:00,North Route,0,2026-03-19,2026-03-20,2026-03-21,0,Major Delay,2026-04-10 12:15:58.138368
SHP01116,ORD01116,Optical Frame,141,Plant_B,Bangalore_WH,SUP2,2026-03-19 12:00:00,2026-03-20 12:00:00,2026-03-21 12:00:00,5,Delayed,2026-03-19 12:00:00,North Route,0,2026-03-19,2026-03-20,2026-03-21,0,Major Delay,2026-04-10 12:15:58.138368
SHP01128,ORD01128,Reading Glasses,61,Plant_A,Bangalore_WH,SUP6,2026-03-20 00:00:00,2026-03-21 00:00:00,2026-03-22 00:00:00,5,Delivered,2026-03-20 00:00:00,West Route,0,2026-03-20,2026-03-21,2026-03-22,0,Major Delay,2026-04-10 12:15:58.138368
SHP01132,ORD01132,Optical Frame,14,Plant_B,Delhi_WH,SUP7,2026-03-20 04:00:00,2026-03-21 04:00:00,2026-03-22 04:00:00,6,Delivered,2026-03-20 04:00:00,East Route,0,2026-03-20,2026-03-21,2026-03-22,0,Major Delay,2026-04-10 12:15:58.138368
SHP01139,ORD01139,Contact Lens,172,Plant_A,Delhi_WH,SUP11,2026-03-20 11:00:00,2026-03-21 11:00:00,2026-03-22 11:00:00,5,Delayed,2026-03-20 11:00:00,South Route,1,2026-03-20,2026-03-21,2026-03-22,0,Major Delay,2026-04-10 12:15:58.138368
SHP01174,ORD01174,Optical Frame,50,Plant_B,Bangalore_WH,SUP20,2026-03-21 22:00:00,2026-03-22 22:00:00,2026-03-23 22:00:00,2,Delayed,2026-03-21 22:00:00,West Route,0,2026-03-21,2026-03-22,2026-03-23,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01195,ORD01195,Sunglasses,142,Plant_A,Mumbai_WH,SUP15,2026-03-22 19:00:00,2026-03-23 19:00:00,2026-03-24 19:00:00,6,Delivered,2026-03-22 19:00:00,East Route,1,2026-03-22,2026-03-23,2026-03-24,0,Major Delay,2026-04-10 12:15:58.138368
SHP01210,ORD01210,Optical Frame,147,Plant_B,Bangalore_WH,SUP3,2026-03-23 10:00:00,2026-03-24 10:00:00,2026-03-25 10:00:00,3,Delivered,2026-03-23 10:00:00,North Route,1,2026-03-23,2026-03-24,2026-03-25,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01274,ORD01274,Sunglasses,156,Plant_B,Bangalore_WH,SUP2,2026-03-26 02:00:00,2026-03-27 02:00:00,2026-03-28 02:00:00,2,Delivered,2026-03-26 02:00:00,West Route,1,2026-03-26,2026-03-27,2026-03-28,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01286,ORD01286,Sunglasses,159,Plant_B,Mumbai_WH,SUP12,2026-03-26 14:00:00,2026-03-27 14:00:00,2026-03-28 14:00:00,6,Delivered,2026-03-26 14:00:00,West Route,1,2026-03-26,2026-03-27,2026-03-28,0,Major Delay,2026-04-10 12:15:58.138368
SHP01300,ORD01300,Reading Glasses,188,Plant_A,Mumbai_WH,SUP18,2026-03-27 04:00:00,2026-03-28 04:00:00,2026-03-29 04:00:00,4,Delivered,2026-03-27 04:00:00,East Route,0,2026-03-27,2026-03-28,2026-03-29,0,Major Delay,2026-04-10 12:15:58.138368
SHP01309,ORD01309,Prescription Lens,125,Plant_B,Bangalore_WH,SUP12,2026-03-27 13:00:00,2026-03-28 13:00:00,2026-03-29 13:00:00,6,Delivered,2026-03-27 13:00:00,East Route,1,2026-03-27,2026-03-28,2026-03-29,0,Major Delay,2026-04-10 12:15:58.138368
SHP01325,ORD01325,Optical Frame,107,Plant_B,Mumbai_WH,SUP19,2026-03-28 05:00:00,2026-03-29 05:00:00,2026-03-30 05:00:00,5,Delivered,2026-03-28 05:00:00,South Route,1,2026-03-28,2026-03-29,2026-03-30,0,Major Delay,2026-04-10 12:15:58.138368
SHP01329,ORD01329,Contact Lens,72,Plant_B,Bangalore_WH,SUP13,2026-03-28 09:00:00,2026-03-29 09:00:00,2026-03-30 09:00:00,1,Delivered,2026-03-28 09:00:00,South Route,1,2026-03-28,2026-03-29,2026-03-30,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01356,ORD01356,Prescription Lens,111,Plant_B,Mumbai_WH,SUP14,2026-03-29 12:00:00,2026-03-30 12:00:00,2026-03-31 12:00:00,0,Delivered,2026-03-29 12:00:00,South Route,0,2026-03-29,2026-03-30,2026-03-31,1,On-Time,2026-04-10 12:15:58.138368
SHP01375,ORD01375,Optical Frame,197,Plant_A,Delhi_WH,SUP6,2026-03-30 07:00:00,2026-03-31 07:00:00,2026-04-01 07:00:00,6,Delivered,2026-03-30 07:00:00,West Route,1,2026-03-30,2026-03-31,2026-04-01,0,Major Delay,2026-04-10 12:15:58.138368
SHP01405,ORD01405,Reading Glasses,78,Plant_B,Mumbai_WH,SUP11,2026-03-31 13:00:00,2026-04-01 13:00:00,2026-04-02 13:00:00,6,Delivered,2026-03-31 13:00:00,West Route,1,2026-03-31,2026-04-01,2026-04-02,0,Major Delay,2026-04-10 12:15:58.138368
SHP01424,ORD01424,Prescription Lens,86,Plant_B,Delhi_WH,SUP11,2026-04-01 08:00:00,2026-04-02 08:00:00,2026-04-03 08:00:00,4,Delivered,2026-04-01 08:00:00,North Route,1,2026-04-01,2026-04-02,2026-04-03,0,Major Delay,2026-04-10 12:15:58.138368
SHP01430,ORD01430,Reading Glasses,40,Plant_A,Bangalore_WH,SUP7,2026-04-01 14:00:00,2026-04-02 14:00:00,2026-04-03 14:00:00,4,Delivered,2026-04-01 14:00:00,South Route,1,2026-04-01,2026-04-02,2026-04-03,0,Major Delay,2026-04-10 12:15:58.138368
SHP01450,ORD01450,Sunglasses,69,Plant_A,Delhi_WH,SUP17,2026-04-02 10:00:00,2026-04-03 10:00:00,2026-04-04 10:00:00,5,Delivered,2026-04-02 10:00:00,South Route,1,2026-04-02,2026-04-03,2026-04-04,0,Major Delay,2026-04-10 12:15:58.138368
SHP01467,ORD01467,Contact Lens,30,Plant_B,Delhi_WH,SUP7,2026-04-03 03:00:00,2026-04-04 03:00:00,2026-04-05 03:00:00,3,Delivered,2026-04-03 03:00:00,North Route,1,2026-04-03,2026-04-04,2026-04-05,0,Minor Delay,2026-04-10 12:15:58.138368
SHP01481,ORD01481,Reading Glasses,197,Plant_B,Mumbai_WH,SUP8,2026-04-03 17:00:00,2026-04-04 17:00:00,2026-04-05 17:00:00,4,Delivered,2026-04-03 17:00:00,West Route,1,2026-04-03,2026-04-04,2026-04-05,0,Major Delay,2026-04-10 12:15:58.138368
