shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status,date,route,on_time
SHP01142,ORD01142,Contact Lens,139,Plant_A,Mumbai_WH,SUP19,2026-03-20 14:00:00,2026-03-21 14:00:00,2026-03-22 14:00:00,2,Delayed,2026-03-20 14:00:00,South Route,1
SHP01143,ORD01143,Contact Lens,14,Plant_B,Mumbai_WH,SUP15,2026-03-20 15:00:00,2026-03-21 15:00:00,2026-03-22 15:00:00,0,Delivered,2026-03-20 15:00:00,North Route,1
SHP01144,ORD01144,Prescription Lens,32,Plant_B,Delhi_WH,SUP11,2026-03-20 16:00:00,2026-03-21 16:00:00,2026-03-22 16:00:00,1,Delivered,2026-03-20 16:00:00,West Route,1
SHP01145,ORD01145,Reading Glasses,48,Plant_B,Delhi_WH,SUP8,2026-03-20 17:00:00,2026-03-21 17:00:00,2026-03-22 17:00:00,1,Delivered,2026-03-20 17:00:00,West Route,1
SHP01146,ORD01146,Prescription Lens,108,Plant_B,Bangalore_WH,SUP15,2026-03-20 18:00:00,2026-03-21 18:00:00,2026-03-22 18:00:00,5,Delivered,2026-03-20 18:00:00,West Route,1
SHP01147,ORD01147,Sunglasses,138,Plant_B,Mumbai_WH,SUP19,2026-03-20 19:00:00,2026-03-21 19:00:00,2026-03-22 19:00:00,4,Delivered,2026-03-20 19:00:00,West Route,1
SHP01148,ORD01148,Reading Glasses,169,Plant_B,Mumbai_WH,SUP17,2026-03-20 20:00:00,2026-03-21 20:00:00,2026-03-22 20:00:00,5,Delivered,2026-03-20 20:00:00,East Route,1
SHP01149,ORD01149,Prescription Lens,56,Plant_A,Mumbai_WH,SUP9,2026-03-20 21:00:00,2026-03-21 21:00:00,2026-03-22 21:00:00,3,Delayed,2026-03-20 21:00:00,North Route,1
SHP01150,ORD01150,Optical Frame,20,Plant_A,Bangalore_WH,SUP17,2026-03-20 22:00:00,2026-03-21 22:00:00,2026-03-22 22:00:00,4,Delivered,2026-03-20 22:00:00,West Route,1
SHP01151,ORD01151,Optical Frame,191,Plant_A,Bangalore_WH,SUP14,2026-03-20 23:00:00,2026-03-21 23:00:00,2026-03-22 23:00:00,5,Delivered,2026-03-20 23:00:00,South Route,0
SHP01152,ORD01152,Sunglasses,118,Plant_B,Mumbai_WH,SUP6,2026-03-21 00:00:00,2026-03-22 00:00:00,2026-03-23 00:00:00,0,Delayed,2026-03-21 00:00:00,North Route,1
SHP01153,ORD01153,Prescription Lens,171,Plant_A,Mumbai_WH,SUP17,2026-03-21 01:00:00,2026-03-22 01:00:00,2026-03-23 01:00:00,5,Delivered,2026-03-21 01:00:00,West Route,0
SHP01154,ORD01154,Contact Lens,103,Plant_B,Mumbai_WH,SUP3,2026-03-21 02:00:00,2026-03-22 02:00:00,2026-03-23 02:00:00,5,Delivered,2026-03-21 02:00:00,East Route,0
SHP01155,ORD01155,Reading Glasses,143,Plant_B,Mumbai_WH,SUP15,2026-03-21 03:00:00,2026-03-22 03:00:00,2026-03-23 03:00:00,2,Delivered,2026-03-21 03:00:00,West Route,1
SHP01156,ORD01156,Reading Glasses,88,Plant_A,Bangalore_WH,SUP4,2026-03-21 04:00:00,2026-03-22 04:00:00,2026-03-23 04:00:00,0,Delayed,2026-03-21 04:00:00,West Route,1
SHP01157,ORD01157,Optical Frame,112,Plant_A,Delhi_WH,SUP2,2026-03-21 05:00:00,2026-03-22 05:00:00,2026-03-23 05:00:00,1,Delivered,2026-03-21 05:00:00,North Route,1
SHP01158,ORD01158,Sunglasses,143,Plant_B,Mumbai_WH,SUP15,2026-03-21 06:00:00,2026-03-22 06:00:00,2026-03-23 06:00:00,2,Delivered,2026-03-21 06:00:00,South Route,1
SHP01159,ORD01159,Sunglasses,50,Plant_B,Mumbai_WH,SUP19,2026-03-21 07:00:00,2026-03-22 07:00:00,2026-03-23 07:00:00,5,Delivered,2026-03-21 07:00:00,North Route,1
SHP01160,ORD01160,Reading Glasses,43,Plant_A,Delhi_WH,SUP13,2026-03-21 08:00:00,2026-03-22 08:00:00,2026-03-23 08:00:00,4,Delayed,2026-03-21 08:00:00,North Route,1
SHP01161,ORD01161,Reading Glasses,173,Plant_A,Mumbai_WH,SUP9,2026-03-21 09:00:00,2026-03-22 09:00:00,2026-03-23 09:00:00,0,Delayed,2026-03-21 09:00:00,North Route,1
SHP01162,ORD01162,Contact Lens,71,Plant_A,Mumbai_WH,SUP7,2026-03-21 10:00:00,2026-03-22 10:00:00,2026-03-23 10:00:00,4,Delivered,2026-03-21 10:00:00,South Route,0
SHP01163,ORD01163,Reading Glasses,124,Plant_A,Bangalore_WH,SUP1,2026-03-21 11:00:00,2026-03-22 11:00:00,2026-03-23 11:00:00,4,Delivered,2026-03-21 11:00:00,West Route,1
SHP01164,ORD01164,Reading Glasses,129,Plant_A,Mumbai_WH,SUP18,2026-03-21 12:00:00,2026-03-22 12:00:00,2026-03-23 12:00:00,1,Delivered,2026-03-21 12:00:00,North Route,0
SHP01165,ORD01165,Prescription Lens,191,Plant_A,Bangalore_WH,SUP3,2026-03-21 13:00:00,2026-03-22 13:00:00,2026-03-23 13:00:00,4,Delivered,2026-03-21 13:00:00,West Route,1
SHP01166,ORD01166,Sunglasses,44,Plant_B,Delhi_WH,SUP11,2026-03-21 14:00:00,2026-03-22 14:00:00,2026-03-23 14:00:00,5,Delivered,2026-03-21 14:00:00,South Route,0
SHP01167,ORD01167,Sunglasses,104,Plant_A,Mumbai_WH,SUP3,2026-03-21 15:00:00,2026-03-22 15:00:00,2026-03-23 15:00:00,1,Delivered,2026-03-21 15:00:00,West Route,1
SHP01168,ORD01168,Optical Frame,197,Plant_A,Mumbai_WH,SUP20,2026-03-21 16:00:00,2026-03-22 16:00:00,2026-03-23 16:00:00,1,Delivered,2026-03-21 16:00:00,West Route,1
SHP01169,ORD01169,Contact Lens,124,Plant_B,Mumbai_WH,SUP3,2026-03-21 17:00:00,2026-03-22 17:00:00,2026-03-23 17:00:00,0,Delayed,2026-03-21 17:00:00,East Route,1
SHP01170,ORD01170,Sunglasses,153,Plant_A,Mumbai_WH,SUP3,2026-03-21 18:00:00,2026-03-22 18:00:00,2026-03-23 18:00:00,4,Delivered,2026-03-21 18:00:00,East Route,1
SHP01171,ORD01171,Optical Frame,21,Plant_A,Bangalore_WH,SUP13,2026-03-21 19:00:00,2026-03-22 19:00:00,2026-03-23 19:00:00,0,Delivered,2026-03-21 19:00:00,North Route,1
SHP01172,ORD01172,Optical Frame,150,Plant_A,Delhi_WH,SUP19,2026-03-21 20:00:00,2026-03-22 20:00:00,2026-03-23 20:00:00,0,Delivered,2026-03-21 20:00:00,North Route,1
SHP01173,ORD01173,Optical Frame,101,Plant_B,Delhi_WH,SUP17,2026-03-21 21:00:00,2026-03-22 21:00:00,2026-03-23 21:00:00,6,Delivered,2026-03-21 21:00:00,North Route,1
SHP01174,ORD01174,Optical Frame,69,Plant_A,Delhi_WH,SUP5,2026-03-21 22:00:00,2026-03-22 22:00:00,2026-03-23 22:00:00,2,Delivered,2026-03-21 22:00:00,North Route,1
SHP01175,ORD01175,Sunglasses,89,Plant_B,Delhi_WH,SUP5,2026-03-21 23:00:00,2026-03-22 23:00:00,2026-03-23 23:00:00,5,Delayed,2026-03-21 23:00:00,West Route,1
SHP01176,ORD01176,Optical Frame,108,Plant_A,Bangalore_WH,SUP15,2026-03-22 00:00:00,2026-03-23 00:00:00,2026-03-24 00:00:00,1,Delivered,2026-03-22 00:00:00,North Route,0
SHP01177,ORD01177,Contact Lens,21,Plant_A,Delhi_WH,SUP15,2026-03-22 01:00:00,2026-03-23 01:00:00,2026-03-24 01:00:00,3,Delivered,2026-03-22 01:00:00,East Route,0
SHP01178,ORD01178,Prescription Lens,20,Plant_A,Delhi_WH,SUP1,2026-03-22 02:00:00,2026-03-23 02:00:00,2026-03-24 02:00:00,3,Delivered,2026-03-22 02:00:00,North Route,0
SHP01179,ORD01179,Prescription Lens,103,Plant_A,Mumbai_WH,SUP19,2026-03-22 03:00:00,2026-03-23 03:00:00,2026-03-24 03:00:00,6,Delivered,2026-03-22 03:00:00,North Route,0
SHP01180,ORD01180,Contact Lens,25,Plant_B,Mumbai_WH,SUP11,2026-03-22 04:00:00,2026-03-23 04:00:00,2026-03-24 04:00:00,0,Delivered,2026-03-22 04:00:00,East Route,0
SHP01181,ORD01181,Optical Frame,80,Plant_B,Delhi_WH,SUP16,2026-03-22 05:00:00,2026-03-23 05:00:00,2026-03-24 05:00:00,4,Delivered,2026-03-22 05:00:00,West Route,1
SHP01182,ORD01182,Optical Frame,25,Plant_A,Mumbai_WH,SUP7,2026-03-22 06:00:00,2026-03-23 06:00:00,2026-03-24 06:00:00,5,Delivered,2026-03-22 06:00:00,South Route,0
SHP01183,ORD01183,Optical Frame,112,Plant_B,Mumbai_WH,SUP15,2026-03-22 07:00:00,2026-03-23 07:00:00,2026-03-24 07:00:00,2,Delayed,2026-03-22 07:00:00,West Route,1
SHP01184,ORD01184,Contact Lens,146,Plant_A,Bangalore_WH,SUP8,2026-03-22 08:00:00,2026-03-23 08:00:00,2026-03-24 08:00:00,6,Delivered,2026-03-22 08:00:00,North Route,1
SHP01185,ORD01185,Prescription Lens,191,Plant_A,Bangalore_WH,SUP3,2026-03-22 09:00:00,2026-03-23 09:00:00,2026-03-24 09:00:00,2,Delivered,2026-03-22 09:00:00,North Route,1
SHP01186,ORD01186,Prescription Lens,61,Plant_A,Bangalore_WH,SUP6,2026-03-22 10:00:00,2026-03-23 10:00:00,2026-03-24 10:00:00,4,Delivered,2026-03-22 10:00:00,North Route,1
SHP01187,ORD01187,Optical Frame,10,Plant_A,Bangalore_WH,SUP5,2026-03-22 11:00:00,2026-03-23 11:00:00,2026-03-24 11:00:00,2,Delivered,2026-03-22 11:00:00,East Route,0
SHP01188,ORD01188,Sunglasses,56,Plant_A,Bangalore_WH,SUP10,2026-03-22 12:00:00,2026-03-23 12:00:00,2026-03-24 12:00:00,4,Delivered,2026-03-22 12:00:00,South Route,0
SHP01189,ORD01189,Reading Glasses,34,Plant_B,Mumbai_WH,SUP17,2026-03-22 13:00:00,2026-03-23 13:00:00,2026-03-24 13:00:00,1,Delayed,2026-03-22 13:00:00,East Route,1
SHP01190,ORD01190,Reading Glasses,157,Plant_B,Delhi_WH,SUP20,2026-03-22 14:00:00,2026-03-23 14:00:00,2026-03-24 14:00:00,1,Delivered,2026-03-22 14:00:00,South Route,1
SHP01191,ORD01191,Contact Lens,29,Plant_B,Delhi_WH,SUP20,2026-03-22 15:00:00,2026-03-23 15:00:00,2026-03-24 15:00:00,3,Delivered,2026-03-22 15:00:00,West Route,1
SHP01192,ORD01192,Contact Lens,155,Plant_B,Mumbai_WH,SUP18,2026-03-22 16:00:00,2026-03-23 16:00:00,2026-03-24 16:00:00,1,Delayed,2026-03-22 16:00:00,East Route,1
SHP01193,ORD01193,Reading Glasses,126,Plant_B,Bangalore_WH,SUP11,2026-03-22 17:00:00,2026-03-23 17:00:00,2026-03-24 17:00:00,0,Delivered,2026-03-22 17:00:00,West Route,0
SHP01194,ORD01194,Sunglasses,196,Plant_B,Bangalore_WH,SUP1,2026-03-22 18:00:00,2026-03-23 18:00:00,2026-03-24 18:00:00,5,Delayed,2026-03-22 18:00:00,West Route,1
SHP01195,ORD01195,Sunglasses,54,Plant_A,Bangalore_WH,SUP6,2026-03-22 19:00:00,2026-03-23 19:00:00,2026-03-24 19:00:00,0,Delivered,2026-03-22 19:00:00,South Route,1
SHP01196,ORD01196,Sunglasses,45,Plant_A,Mumbai_WH,SUP10,2026-03-22 20:00:00,2026-03-23 20:00:00,2026-03-24 20:00:00,1,Delayed,2026-03-22 20:00:00,South Route,1
SHP01197,ORD01197,Prescription Lens,109,Plant_B,Mumbai_WH,SUP9,2026-03-22 21:00:00,2026-03-23 21:00:00,2026-03-24 21:00:00,1,Delayed,2026-03-22 21:00:00,North Route,0
SHP01198,ORD01198,Prescription Lens,89,Plant_A,Bangalore_WH,SUP11,2026-03-22 22:00:00,2026-03-23 22:00:00,2026-03-24 22:00:00,4,Delivered,2026-03-22 22:00:00,East Route,1
SHP01199,ORD01199,Optical Frame,33,Plant_A,Mumbai_WH,SUP13,2026-03-22 23:00:00,2026-03-23 23:00:00,2026-03-24 23:00:00,0,Delivered,2026-03-22 23:00:00,North Route,1
SHP01200,ORD01200,Prescription Lens,149,Plant_B,Mumbai_WH,SUP19,2026-03-23 00:00:00,2026-03-24 00:00:00,2026-03-25 00:00:00,3,Delivered,2026-03-23 00:00:00,East Route,1
SHP01201,ORD01201,Reading Glasses,72,Plant_A,Mumbai_WH,SUP12,2026-03-23 01:00:00,2026-03-24 01:00:00,2026-03-25 01:00:00,2,Delivered,2026-03-23 01:00:00,East Route,1
SHP01202,ORD01202,Reading Glasses,132,Plant_B,Mumbai_WH,SUP17,2026-03-23 02:00:00,2026-03-24 02:00:00,2026-03-25 02:00:00,5,Delivered,2026-03-23 02:00:00,East Route,1
SHP01203,ORD01203,Contact Lens,124,Plant_B,Delhi_WH,SUP16,2026-03-23 03:00:00,2026-03-24 03:00:00,2026-03-25 03:00:00,1,Delivered,2026-03-23 03:00:00,West Route,1
SHP01204,ORD01204,Sunglasses,48,Plant_B,Delhi_WH,SUP5,2026-03-23 04:00:00,2026-03-24 04:00:00,2026-03-25 04:00:00,2,Delayed,2026-03-23 04:00:00,East Route,1
SHP01205,ORD01205,Prescription Lens,101,Plant_B,Delhi_WH,SUP19,2026-03-23 05:00:00,2026-03-24 05:00:00,2026-03-25 05:00:00,1,Delivered,2026-03-23 05:00:00,West Route,1
SHP01206,ORD01206,Contact Lens,98,Plant_A,Mumbai_WH,SUP19,2026-03-23 06:00:00,2026-03-24 06:00:00,2026-03-25 06:00:00,4,Delivered,2026-03-23 06:00:00,West Route,1
SHP01207,ORD01207,Sunglasses,97,Plant_A,Bangalore_WH,SUP17,2026-03-23 07:00:00,2026-03-24 07:00:00,2026-03-25 07:00:00,1,Delivered,2026-03-23 07:00:00,North Route,1
SHP01208,ORD01208,Contact Lens,159,Plant_A,Mumbai_WH,SUP6,2026-03-23 08:00:00,2026-03-24 08:00:00,2026-03-25 08:00:00,6,Delivered,2026-03-23 08:00:00,East Route,1
SHP01209,ORD01209,Contact Lens,186,Plant_A,Mumbai_WH,SUP18,2026-03-23 09:00:00,2026-03-24 09:00:00,2026-03-25 09:00:00,1,Delivered,2026-03-23 09:00:00,East Route,1
SHP01210,ORD01210,Prescription Lens,101,Plant_B,Delhi_WH,SUP20,2026-03-23 10:00:00,2026-03-24 10:00:00,2026-03-25 10:00:00,3,Delivered,2026-03-23 10:00:00,East Route,1
SHP01211,ORD01211,Reading Glasses,82,Plant_B,Delhi_WH,SUP14,2026-03-23 11:00:00,2026-03-24 11:00:00,2026-03-25 11:00:00,4,Delivered,2026-03-23 11:00:00,North Route,1
SHP01212,ORD01212,Reading Glasses,192,Plant_B,Bangalore_WH,SUP8,2026-03-23 12:00:00,2026-03-24 12:00:00,2026-03-25 12:00:00,4,Delivered,2026-03-23 12:00:00,South Route,1
SHP01213,ORD01213,Sunglasses,94,Plant_B,Mumbai_WH,SUP10,2026-03-23 13:00:00,2026-03-24 13:00:00,2026-03-25 13:00:00,5,Delivered,2026-03-23 13:00:00,South Route,1
SHP01214,ORD01214,Contact Lens,25,Plant_A,Delhi_WH,SUP9,2026-03-23 14:00:00,2026-03-24 14:00:00,2026-03-25 14:00:00,0,Delivered,2026-03-23 14:00:00,South Route,1
SHP01215,ORD01215,Optical Frame,70,Plant_B,Mumbai_WH,SUP14,2026-03-23 15:00:00,2026-03-24 15:00:00,2026-03-25 15:00:00,3,Delivered,2026-03-23 15:00:00,East Route,1
SHP01216,ORD01216,Optical Frame,26,Plant_B,Bangalore_WH,SUP9,2026-03-23 16:00:00,2026-03-24 16:00:00,2026-03-25 16:00:00,5,Delivered,2026-03-23 16:00:00,West Route,1
SHP01217,ORD01217,Prescription Lens,68,Plant_B,Delhi_WH,SUP3,2026-03-23 17:00:00,2026-03-24 17:00:00,2026-03-25 17:00:00,1,Delivered,2026-03-23 17:00:00,East Route,1
SHP01218,ORD01218,Reading Glasses,98,Plant_B,Mumbai_WH,SUP1,2026-03-23 18:00:00,2026-03-24 18:00:00,2026-03-25 18:00:00,6,Delivered,2026-03-23 18:00:00,West Route,0
SHP01219,ORD01219,Prescription Lens,115,Plant_B,Bangalore_WH,SUP6,2026-03-23 19:00:00,2026-03-24 19:00:00,2026-03-25 19:00:00,5,Delivered,2026-03-23 19:00:00,South Route,1
SHP01220,ORD01220,Prescription Lens,57,Plant_A,Delhi_WH,SUP8,2026-03-23 20:00:00,2026-03-24 20:00:00,2026-03-25 20:00:00,1,Delivered,2026-03-23 20:00:00,West Route,1
SHP01221,ORD01221,Sunglasses,69,Plant_A,Bangalore_WH,SUP4,2026-03-23 21:00:00,2026-03-24 21:00:00,2026-03-25 21:00:00,2,Delivered,2026-03-23 21:00:00,North Route,0
SHP01222,ORD01222,Contact Lens,14,Plant_A,Delhi_WH,SUP1,2026-03-23 22:00:00,2026-03-24 22:00:00,2026-03-25 22:00:00,3,Delayed,2026-03-23 22:00:00,East Route,1
SHP01223,ORD01223,Prescription Lens,52,Plant_A,Mumbai_WH,SUP8,2026-03-23 23:00:00,2026-03-24 23:00:00,2026-03-25 23:00:00,2,Delivered,2026-03-23 23:00:00,North Route,1
SHP01224,ORD01224,Sunglasses,110,Plant_B,Bangalore_WH,SUP2,2026-03-24 00:00:00,2026-03-25 00:00:00,2026-03-26 00:00:00,2,Delivered,2026-03-24 00:00:00,West Route,1
SHP01225,ORD01225,Optical Frame,77,Plant_B,Bangalore_WH,SUP16,2026-03-24 01:00:00,2026-03-25 01:00:00,2026-03-26 01:00:00,1,Delayed,2026-03-24 01:00:00,South Route,1
SHP01226,ORD01226,Reading Glasses,179,Plant_A,Bangalore_WH,SUP13,2026-03-24 02:00:00,2026-03-25 02:00:00,2026-03-26 02:00:00,5,Delivered,2026-03-24 02:00:00,East Route,1
SHP01227,ORD01227,Reading Glasses,46,Plant_B,Bangalore_WH,SUP3,2026-03-24 03:00:00,2026-03-25 03:00:00,2026-03-26 03:00:00,5,Delivered,2026-03-24 03:00:00,South Route,1
SHP01228,ORD01228,Optical Frame,50,Plant_B,Bangalore_WH,SUP8,2026-03-24 04:00:00,2026-03-25 04:00:00,2026-03-26 04:00:00,4,Delivered,2026-03-24 04:00:00,South Route,1
SHP01229,ORD01229,Reading Glasses,61,Plant_A,Mumbai_WH,SUP19,2026-03-24 05:00:00,2026-03-25 05:00:00,2026-03-26 05:00:00,1,Delivered,2026-03-24 05:00:00,West Route,1
SHP01230,ORD01230,Optical Frame,46,Plant_A,Delhi_WH,SUP2,2026-03-24 06:00:00,2026-03-25 06:00:00,2026-03-26 06:00:00,0,Delivered,2026-03-24 06:00:00,West Route,1
SHP01231,ORD01231,Reading Glasses,58,Plant_A,Mumbai_WH,SUP16,2026-03-24 07:00:00,2026-03-25 07:00:00,2026-03-26 07:00:00,1,Delivered,2026-03-24 07:00:00,South Route,1
SHP01232,ORD01232,Sunglasses,185,Plant_A,Mumbai_WH,SUP20,2026-03-24 08:00:00,2026-03-25 08:00:00,2026-03-26 08:00:00,5,Delivered,2026-03-24 08:00:00,East Route,1
SHP01233,ORD01233,Sunglasses,52,Plant_A,Bangalore_WH,SUP20,2026-03-24 09:00:00,2026-03-25 09:00:00,2026-03-26 09:00:00,5,Delivered,2026-03-24 09:00:00,South Route,1
SHP01234,ORD01234,Sunglasses,106,Plant_A,Mumbai_WH,SUP8,2026-03-24 10:00:00,2026-03-25 10:00:00,2026-03-26 10:00:00,6,Delivered,2026-03-24 10:00:00,East Route,1
SHP01235,ORD01235,Optical Frame,188,Plant_A,Mumbai_WH,SUP18,2026-03-24 11:00:00,2026-03-25 11:00:00,2026-03-26 11:00:00,0,Delayed,2026-03-24 11:00:00,South Route,0
SHP01236,ORD01236,Optical Frame,115,Plant_A,Delhi_WH,SUP8,2026-03-24 12:00:00,2026-03-25 12:00:00,2026-03-26 12:00:00,2,Delayed,2026-03-24 12:00:00,West Route,1
SHP01237,ORD01237,Prescription Lens,180,Plant_A,Mumbai_WH,SUP13,2026-03-24 13:00:00,2026-03-25 13:00:00,2026-03-26 13:00:00,3,Delivered,2026-03-24 13:00:00,North Route,1
SHP01238,ORD01238,Sunglasses,194,Plant_B,Mumbai_WH,SUP17,2026-03-24 14:00:00,2026-03-25 14:00:00,2026-03-26 14:00:00,2,Delayed,2026-03-24 14:00:00,West Route,1
SHP01239,ORD01239,Contact Lens,69,Plant_B,Bangalore_WH,SUP7,2026-03-24 15:00:00,2026-03-25 15:00:00,2026-03-26 15:00:00,5,Delivered,2026-03-24 15:00:00,West Route,1
SHP01240,ORD01240,Optical Frame,131,Plant_A,Mumbai_WH,SUP9,2026-03-24 16:00:00,2026-03-25 16:00:00,2026-03-26 16:00:00,4,Delayed,2026-03-24 16:00:00,North Route,1
SHP01241,ORD01241,Optical Frame,61,Plant_A,Bangalore_WH,SUP12,2026-03-24 17:00:00,2026-03-25 17:00:00,2026-03-26 17:00:00,1,Delivered,2026-03-24 17:00:00,South Route,1
SHP01242,ORD01242,Contact Lens,86,Plant_A,Bangalore_WH,SUP1,2026-03-24 18:00:00,2026-03-25 18:00:00,2026-03-26 18:00:00,6,Delivered,2026-03-24 18:00:00,East Route,1
SHP01243,ORD01243,Reading Glasses,35,Plant_A,Delhi_WH,SUP16,2026-03-24 19:00:00,2026-03-25 19:00:00,2026-03-26 19:00:00,6,Delivered,2026-03-24 19:00:00,South Route,1
SHP01244,ORD01244,Prescription Lens,28,Plant_A,Bangalore_WH,SUP20,2026-03-24 20:00:00,2026-03-25 20:00:00,2026-03-26 20:00:00,3,Delivered,2026-03-24 20:00:00,North Route,1
SHP01245,ORD01245,Sunglasses,109,Plant_A,Mumbai_WH,SUP19,2026-03-24 21:00:00,2026-03-25 21:00:00,2026-03-26 21:00:00,3,Delivered,2026-03-24 21:00:00,West Route,1
SHP01246,ORD01246,Optical Frame,151,Plant_B,Bangalore_WH,SUP18,2026-03-24 22:00:00,2026-03-25 22:00:00,2026-03-26 22:00:00,3,Delivered,2026-03-24 22:00:00,East Route,1
SHP01247,ORD01247,Reading Glasses,13,Plant_A,Mumbai_WH,SUP13,2026-03-24 23:00:00,2026-03-25 23:00:00,2026-03-26 23:00:00,3,Delivered,2026-03-24 23:00:00,South Route,0
SHP01248,ORD01248,Optical Frame,114,Plant_A,Mumbai_WH,SUP3,2026-03-25 00:00:00,2026-03-26 00:00:00,2026-03-27 00:00:00,4,Delivered,2026-03-25 00:00:00,East Route,0
SHP01249,ORD01249,Sunglasses,79,Plant_B,Delhi_WH,SUP9,2026-03-25 01:00:00,2026-03-26 01:00:00,2026-03-27 01:00:00,4,Delivered,2026-03-25 01:00:00,West Route,1
SHP01250,ORD01250,Sunglasses,12,Plant_B,Delhi_WH,SUP8,2026-03-25 02:00:00,2026-03-26 02:00:00,2026-03-27 02:00:00,5,Delivered,2026-03-25 02:00:00,South Route,0
SHP01251,ORD01251,Contact Lens,56,Plant_A,Mumbai_WH,SUP6,2026-03-25 03:00:00,2026-03-26 03:00:00,2026-03-27 03:00:00,4,Delivered,2026-03-25 03:00:00,West Route,1
SHP01252,ORD01252,Optical Frame,108,Plant_B,Bangalore_WH,SUP18,2026-03-25 04:00:00,2026-03-26 04:00:00,2026-03-27 04:00:00,6,Delivered,2026-03-25 04:00:00,South Route,1
SHP01253,ORD01253,Sunglasses,159,Plant_A,Mumbai_WH,SUP9,2026-03-25 05:00:00,2026-03-26 05:00:00,2026-03-27 05:00:00,6,Delayed,2026-03-25 05:00:00,East Route,1
SHP01254,ORD01254,Optical Frame,182,Plant_B,Bangalore_WH,SUP19,2026-03-25 06:00:00,2026-03-26 06:00:00,2026-03-27 06:00:00,6,Delivered,2026-03-25 06:00:00,East Route,1
SHP01255,ORD01255,Contact Lens,157,Plant_B,Mumbai_WH,SUP3,2026-03-25 07:00:00,2026-03-26 07:00:00,2026-03-27 07:00:00,3,Delayed,2026-03-25 07:00:00,South Route,1
SHP01256,ORD01256,Contact Lens,63,Plant_B,Delhi_WH,SUP6,2026-03-25 08:00:00,2026-03-26 08:00:00,2026-03-27 08:00:00,5,Delayed,2026-03-25 08:00:00,North Route,0
SHP01257,ORD01257,Prescription Lens,96,Plant_B,Delhi_WH,SUP2,2026-03-25 09:00:00,2026-03-26 09:00:00,2026-03-27 09:00:00,5,Delivered,2026-03-25 09:00:00,South Route,1
SHP01258,ORD01258,Optical Frame,146,Plant_B,Bangalore_WH,SUP16,2026-03-25 10:00:00,2026-03-26 10:00:00,2026-03-27 10:00:00,6,Delivered,2026-03-25 10:00:00,West Route,1
SHP01259,ORD01259,Prescription Lens,77,Plant_B,Mumbai_WH,SUP19,2026-03-25 11:00:00,2026-03-26 11:00:00,2026-03-27 11:00:00,2,Delivered,2026-03-25 11:00:00,East Route,1
SHP01260,ORD01260,Optical Frame,188,Plant_B,Bangalore_WH,SUP6,2026-03-25 12:00:00,2026-03-26 12:00:00,2026-03-27 12:00:00,0,Delivered,2026-03-25 12:00:00,South Route,1
SHP01261,ORD01261,Contact Lens,25,Plant_B,Mumbai_WH,SUP12,2026-03-25 13:00:00,2026-03-26 13:00:00,2026-03-27 13:00:00,3,Delayed,2026-03-25 13:00:00,East Route,1
SHP01262,ORD01262,Optical Frame,85,Plant_A,Delhi_WH,SUP6,2026-03-25 14:00:00,2026-03-26 14:00:00,2026-03-27 14:00:00,0,Delivered,2026-03-25 14:00:00,West Route,1
SHP01263,ORD01263,Reading Glasses,137,Plant_B,Mumbai_WH,SUP16,2026-03-25 15:00:00,2026-03-26 15:00:00,2026-03-27 15:00:00,2,Delivered,2026-03-25 15:00:00,North Route,0
SHP01264,ORD01264,Reading Glasses,162,Plant_B,Bangalore_WH,SUP16,2026-03-25 16:00:00,2026-03-26 16:00:00,2026-03-27 16:00:00,6,Delivered,2026-03-25 16:00:00,South Route,1
SHP01265,ORD01265,Prescription Lens,44,Plant_B,Mumbai_WH,SUP8,2026-03-25 17:00:00,2026-03-26 17:00:00,2026-03-27 17:00:00,1,Delivered,2026-03-25 17:00:00,North Route,1
SHP01266,ORD01266,Reading Glasses,45,Plant_A,Mumbai_WH,SUP10,2026-03-25 18:00:00,2026-03-26 18:00:00,2026-03-27 18:00:00,6,Delivered,2026-03-25 18:00:00,East Route,1
SHP01267,ORD01267,Sunglasses,90,Plant_B,Bangalore_WH,SUP18,2026-03-25 19:00:00,2026-03-26 19:00:00,2026-03-27 19:00:00,4,Delivered,2026-03-25 19:00:00,South Route,0
SHP01268,ORD01268,Contact Lens,187,Plant_A,Delhi_WH,SUP15,2026-03-25 20:00:00,2026-03-26 20:00:00,2026-03-27 20:00:00,1,Delivered,2026-03-25 20:00:00,North Route,1
SHP01269,ORD01269,Reading Glasses,11,Plant_B,Mumbai_WH,SUP19,2026-03-25 21:00:00,2026-03-26 21:00:00,2026-03-27 21:00:00,1,Delivered,2026-03-25 21:00:00,West Route,1
SHP01270,ORD01270,Optical Frame,115,Plant_A,Delhi_WH,SUP17,2026-03-25 22:00:00,2026-03-26 22:00:00,2026-03-27 22:00:00,0,Delivered,2026-03-25 22:00:00,South Route,0
SHP01271,ORD01271,Prescription Lens,119,Plant_B,Delhi_WH,SUP5,2026-03-25 23:00:00,2026-03-26 23:00:00,2026-03-27 23:00:00,4,Delivered,2026-03-25 23:00:00,West Route,0
SHP01272,ORD01272,Optical Frame,39,Plant_A,Bangalore_WH,SUP20,2026-03-26 00:00:00,2026-03-27 00:00:00,2026-03-28 00:00:00,4,Delivered,2026-03-26 00:00:00,West Route,1
