production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes,line_id,shift,units_produced,efficiency
PROD00775,2026-04-02 07:00:00,Plant_B,Prescription Lens,231,Assembly_M3,36.51,458.44,40,Line_1,Night,439,0.97
PROD00776,2026-04-02 08:00:00,Plant_A,Contact Lens,432,Grinding_M1,63.94,442.21,35,Line_2,Day,307,0.85
PROD00777,2026-04-02 09:00:00,Plant_B,Reading Glasses,465,Grinding_M1,57.29,436.81,39,Line_1,Day,186,0.83
PROD00778,2026-04-02 10:00:00,Plant_A,Sunglasses,491,Coating_M2,36.21,335.05,53,Line_1,Night,371,0.94
PROD00779,2026-04-02 11:00:00,Plant_B,Sunglasses,353,Coating_M2,25.11,322.74,42,Line_1,Night,206,0.96
PROD00780,2026-04-02 12:00:00,Plant_A,Prescription Lens,406,Coating_M2,26.05,266.11,59,Line_2,Day,118,0.74
PROD00781,2026-04-02 13:00:00,Plant_A,Prescription Lens,233,Assembly_M3,49.75,403.17,25,Line_1,Day,466,0.81
PROD00782,2026-04-02 14:00:00,Plant_A,Optical Frame,363,Assembly_M3,41.3,108.09,34,Line_2,Night,245,0.72
PROD00783,2026-04-02 15:00:00,Plant_A,Sunglasses,120,Grinding_M1,41.19,132.36,38,Line_2,Night,116,0.96
PROD00784,2026-04-02 16:00:00,Plant_A,Sunglasses,383,Grinding_M1,57.58,401.44,30,Line_1,Night,478,1.0
PROD00785,2026-04-02 17:00:00,Plant_B,Reading Glasses,446,Assembly_M3,66.33,486.29,40,Line_2,Night,218,0.91
PROD00786,2026-04-02 18:00:00,Plant_A,Sunglasses,461,Grinding_M1,75.03,209.97,10,Line_1,Day,330,0.8
PROD00787,2026-04-02 19:00:00,Plant_A,Optical Frame,231,Coating_M2,39.92,313.48,57,Line_1,Day,145,0.73
PROD00788,2026-04-02 20:00:00,Plant_A,Optical Frame,140,Coating_M2,57.57,371.0,55,Line_2,Night,240,0.71
PROD00789,2026-04-02 21:00:00,Plant_A,Sunglasses,156,Grinding_M1,38.13,418.17,53,Line_1,Day,457,0.88
PROD00790,2026-04-02 22:00:00,Plant_A,Reading Glasses,349,Grinding_M1,64.39,419.63,22,Line_1,Day,327,0.87
PROD00791,2026-04-02 23:00:00,Plant_A,Reading Glasses,482,Grinding_M1,64.81,259.03,34,Line_2,Night,121,0.8
PROD00792,2026-04-03 00:00:00,Plant_B,Prescription Lens,254,Grinding_M1,58.54,127.7,21,Line_2,Day,323,0.81
PROD00793,2026-04-03 01:00:00,Plant_B,Sunglasses,430,Grinding_M1,30.39,122.87,59,Line_2,Day,245,0.8
PROD00794,2026-04-03 02:00:00,Plant_A,Contact Lens,103,Coating_M2,48.31,355.73,9,Line_1,Day,105,0.73
PROD00795,2026-04-03 03:00:00,Plant_B,Reading Glasses,390,Coating_M2,27.02,496.19,59,Line_2,Night,235,0.96
PROD00796,2026-04-03 04:00:00,Plant_B,Prescription Lens,342,Assembly_M3,42.43,431.19,5,Line_1,Night,195,0.9
PROD00797,2026-04-03 05:00:00,Plant_B,Optical Frame,491,Assembly_M3,56.41,362.31,22,Line_2,Night,461,0.83
PROD00798,2026-04-03 06:00:00,Plant_B,Prescription Lens,253,Coating_M2,46.4,256.36,14,Line_1,Night,335,0.84
PROD00799,2026-04-03 07:00:00,Plant_B,Reading Glasses,416,Coating_M2,39.4,422.25,27,Line_2,Day,437,0.72
PROD00800,2026-04-03 08:00:00,Plant_A,Prescription Lens,317,Grinding_M1,41.14,355.48,17,Line_1,Day,393,0.89
PROD00801,2026-04-03 09:00:00,Plant_B,Contact Lens,227,Grinding_M1,49.47,346.06,54,Line_1,Day,303,0.71
PROD00802,2026-04-03 10:00:00,Plant_B,Sunglasses,105,Assembly_M3,33.66,453.87,55,Line_2,Night,310,0.97
PROD00803,2026-04-03 11:00:00,Plant_A,Reading Glasses,296,Coating_M2,37.12,298.63,20,Line_2,Day,329,0.87
PROD00804,2026-04-03 12:00:00,Plant_A,Sunglasses,288,Coating_M2,39.77,222.92,11,Line_2,Day,313,0.85
PROD00805,2026-04-03 13:00:00,Plant_B,Sunglasses,129,Assembly_M3,21.98,348.3,15,Line_2,Day,174,0.78
PROD00806,2026-04-03 14:00:00,Plant_B,Optical Frame,450,Grinding_M1,71.77,487.64,6,Line_2,Night,101,0.86
PROD00807,2026-04-03 15:00:00,Plant_A,Prescription Lens,473,Assembly_M3,20.23,421.96,20,Line_1,Day,109,0.93
PROD00808,2026-04-03 16:00:00,Plant_B,Optical Frame,429,Assembly_M3,36.41,389.6,11,Line_1,Night,232,0.89
PROD00809,2026-04-03 17:00:00,Plant_B,Optical Frame,114,Coating_M2,47.8,480.62,5,Line_1,Day,498,0.92
PROD00810,2026-04-03 18:00:00,Plant_A,Sunglasses,389,Coating_M2,36.56,151.87,59,Line_2,Day,120,0.9
PROD00811,2026-04-03 19:00:00,Plant_A,Optical Frame,377,Coating_M2,63.7,238.68,50,Line_1,Night,231,0.93
PROD00812,2026-04-03 20:00:00,Plant_B,Optical Frame,446,Assembly_M3,24.49,255.15,50,Line_2,Night,371,0.87
PROD00813,2026-04-03 21:00:00,Plant_A,Contact Lens,319,Grinding_M1,33.36,122.06,9,Line_1,Day,461,0.72
PROD00814,2026-04-03 22:00:00,Plant_B,Sunglasses,345,Assembly_M3,40.08,131.35,29,Line_2,Day,451,0.75
PROD00815,2026-04-03 23:00:00,Plant_A,Optical Frame,123,Coating_M2,48.31,440.86,16,Line_2,Day,415,0.71
PROD00816,2026-04-04 00:00:00,Plant_A,Contact Lens,300,Coating_M2,75.71,472.84,37,Line_1,Day,282,0.7
PROD00817,2026-04-04 01:00:00,Plant_B,Contact Lens,107,Assembly_M3,21.31,345.47,12,Line_1,Day,433,0.79
PROD00818,2026-04-04 02:00:00,Plant_A,Reading Glasses,129,Assembly_M3,74.96,317.33,23,Line_1,Night,263,0.87
PROD00819,2026-04-04 03:00:00,Plant_A,Contact Lens,104,Grinding_M1,28.58,456.24,9,Line_2,Day,226,0.79
PROD00820,2026-04-04 04:00:00,Plant_A,Contact Lens,401,Grinding_M1,21.41,235.94,22,Line_2,Day,188,0.98
PROD00821,2026-04-04 05:00:00,Plant_A,Reading Glasses,213,Coating_M2,24.51,329.12,7,Line_2,Night,365,0.97
PROD00822,2026-04-04 06:00:00,Plant_A,Sunglasses,189,Grinding_M1,68.93,294.95,12,Line_1,Day,398,0.78
PROD00823,2026-04-04 07:00:00,Plant_A,Sunglasses,103,Coating_M2,48.27,408.27,3,Line_1,Night,320,0.71
PROD00824,2026-04-04 08:00:00,Plant_A,Contact Lens,213,Coating_M2,32.75,126.32,31,Line_1,Day,182,0.96
PROD00825,2026-04-04 09:00:00,Plant_A,Sunglasses,160,Assembly_M3,53.05,278.54,38,Line_2,Day,179,0.96
PROD00826,2026-04-04 10:00:00,Plant_B,Prescription Lens,383,Grinding_M1,46.76,445.93,23,Line_2,Night,411,0.8
PROD00827,2026-04-04 11:00:00,Plant_A,Prescription Lens,263,Grinding_M1,50.36,387.17,5,Line_2,Night,429,0.79
PROD00828,2026-04-04 12:00:00,Plant_B,Sunglasses,432,Assembly_M3,47.35,356.69,0,Line_1,Day,325,0.8
PROD00829,2026-04-04 13:00:00,Plant_B,Sunglasses,492,Grinding_M1,55.89,103.57,40,Line_1,Day,464,0.91
PROD00830,2026-04-04 14:00:00,Plant_A,Optical Frame,256,Assembly_M3,26.86,437.51,34,Line_1,Day,371,0.8
PROD00831,2026-04-04 15:00:00,Plant_B,Sunglasses,193,Assembly_M3,28.38,220.21,39,Line_2,Night,102,0.92
PROD00832,2026-04-04 16:00:00,Plant_B,Prescription Lens,435,Assembly_M3,31.85,195.59,34,Line_2,Day,314,0.71
PROD00833,2026-04-04 17:00:00,Plant_B,Optical Frame,192,Grinding_M1,76.71,147.48,49,Line_1,Day,306,0.88
PROD00834,2026-04-04 18:00:00,Plant_A,Optical Frame,384,Assembly_M3,60.95,197.81,5,Line_1,Night,189,0.91
PROD00835,2026-04-04 19:00:00,Plant_A,Prescription Lens,353,Coating_M2,35.29,125.52,26,Line_1,Day,450,0.85
PROD00836,2026-04-04 20:00:00,Plant_B,Prescription Lens,423,Coating_M2,35.23,118.89,15,Line_2,Night,328,0.98
PROD00837,2026-04-04 21:00:00,Plant_B,Sunglasses,437,Assembly_M3,58.5,257.91,29,Line_2,Day,302,0.82
PROD00838,2026-04-04 22:00:00,Plant_A,Optical Frame,494,Coating_M2,68.07,236.83,44,Line_2,Night,126,0.88
PROD00839,2026-04-04 23:00:00,Plant_B,Sunglasses,489,Coating_M2,23.81,251.11,0,Line_2,Day,429,0.76
PROD00840,2026-04-05 00:00:00,Plant_B,Sunglasses,146,Coating_M2,52.38,295.61,3,Line_2,Day,380,0.73
PROD00841,2026-04-05 01:00:00,Plant_A,Prescription Lens,374,Assembly_M3,32.71,380.22,45,Line_2,Night,468,0.9
PROD00842,2026-04-05 02:00:00,Plant_B,Reading Glasses,172,Coating_M2,52.9,199.25,20,Line_1,Night,184,0.77
PROD00843,2026-04-05 03:00:00,Plant_B,Contact Lens,467,Assembly_M3,36.58,199.59,37,Line_1,Night,397,0.78
PROD00844,2026-04-05 04:00:00,Plant_A,Contact Lens,439,Assembly_M3,48.39,297.07,54,Line_1,Day,253,0.8
PROD00845,2026-04-05 05:00:00,Plant_A,Reading Glasses,453,Assembly_M3,74.91,253.22,54,Line_1,Day,476,0.84
PROD00846,2026-04-05 06:00:00,Plant_A,Sunglasses,318,Coating_M2,75.41,473.66,1,Line_1,Day,120,0.76
PROD00847,2026-04-05 07:00:00,Plant_B,Optical Frame,392,Coating_M2,71.68,279.6,20,Line_2,Day,231,0.95
PROD00848,2026-04-05 08:00:00,Plant_A,Sunglasses,278,Coating_M2,38.47,340.93,54,Line_1,Day,136,0.97
PROD00849,2026-04-05 09:00:00,Plant_B,Optical Frame,418,Assembly_M3,43.41,494.06,28,Line_1,Night,452,0.81
PROD00850,2026-04-05 10:00:00,Plant_B,Reading Glasses,347,Coating_M2,21.52,497.01,42,Line_1,Night,190,0.91
PROD00851,2026-04-05 11:00:00,Plant_B,Reading Glasses,214,Coating_M2,61.78,117.45,11,Line_1,Night,124,0.9
PROD00852,2026-04-05 12:00:00,Plant_B,Optical Frame,261,Assembly_M3,28.64,414.58,32,Line_1,Day,149,0.8
PROD00853,2026-04-05 13:00:00,Plant_A,Sunglasses,199,Assembly_M3,78.14,481.86,27,Line_1,Day,366,0.75
PROD00854,2026-04-05 14:00:00,Plant_A,Contact Lens,209,Assembly_M3,59.54,335.33,48,Line_1,Night,320,0.96
PROD00855,2026-04-05 15:00:00,Plant_A,Reading Glasses,135,Grinding_M1,42.6,218.92,35,Line_2,Day,482,0.85
PROD00856,2026-04-05 16:00:00,Plant_A,Sunglasses,418,Grinding_M1,53.69,123.83,53,Line_1,Day,444,0.88
PROD00857,2026-04-05 17:00:00,Plant_A,Optical Frame,217,Grinding_M1,56.87,219.12,46,Line_2,Day,490,0.97
PROD00858,2026-04-05 18:00:00,Plant_A,Sunglasses,117,Assembly_M3,74.06,109.12,8,Line_2,Night,180,0.85
PROD00859,2026-04-05 19:00:00,Plant_B,Reading Glasses,184,Coating_M2,43.09,225.47,49,Line_2,Day,197,0.97
PROD00860,2026-04-05 20:00:00,Plant_B,Sunglasses,334,Grinding_M1,44.04,472.53,37,Line_1,Day,323,0.79
PROD00861,2026-04-05 21:00:00,Plant_A,Prescription Lens,297,Coating_M2,47.82,279.72,20,Line_2,Day,373,0.98
PROD00862,2026-04-05 22:00:00,Plant_B,Optical Frame,442,Coating_M2,75.61,377.28,49,Line_2,Night,163,0.71
PROD00863,2026-04-05 23:00:00,Plant_A,Sunglasses,228,Coating_M2,21.73,381.45,41,Line_1,Night,244,0.78
PROD00864,2026-04-06 00:00:00,Plant_A,Reading Glasses,172,Assembly_M3,27.92,149.76,45,Line_1,Night,336,0.83
PROD00865,2026-04-06 01:00:00,Plant_B,Prescription Lens,147,Assembly_M3,62.89,397.0,18,Line_1,Night,166,0.98
PROD00866,2026-04-06 02:00:00,Plant_A,Prescription Lens,495,Assembly_M3,35.62,298.35,29,Line_2,Day,309,0.76
PROD00867,2026-04-06 03:00:00,Plant_A,Prescription Lens,166,Grinding_M1,76.48,265.06,47,Line_1,Day,330,0.86
PROD00868,2026-04-06 04:00:00,Plant_A,Prescription Lens,110,Coating_M2,20.66,335.93,15,Line_2,Day,368,0.84
PROD00869,2026-04-06 05:00:00,Plant_A,Sunglasses,211,Grinding_M1,77.91,383.41,49,Line_2,Day,418,0.85
PROD00870,2026-04-06 06:00:00,Plant_B,Prescription Lens,408,Grinding_M1,28.4,201.63,52,Line_1,Day,197,0.97
PROD00871,2026-04-06 07:00:00,Plant_A,Sunglasses,106,Assembly_M3,32.94,447.3,43,Line_1,Day,278,0.97
PROD00872,2026-04-06 08:00:00,Plant_A,Reading Glasses,272,Coating_M2,45.15,421.41,4,Line_1,Night,335,0.83
PROD00873,2026-04-06 09:00:00,Plant_B,Sunglasses,109,Coating_M2,76.45,325.71,23,Line_2,Night,482,0.93
PROD00874,2026-04-06 10:00:00,Plant_B,Contact Lens,353,Assembly_M3,20.71,448.63,50,Line_2,Night,190,0.86
PROD00875,2026-04-06 11:00:00,Plant_B,Sunglasses,120,Coating_M2,27.79,238.69,26,Line_1,Night,249,0.73
PROD00876,2026-04-06 12:00:00,Plant_B,Sunglasses,437,Grinding_M1,21.07,309.86,31,Line_2,Day,479,0.84
PROD00877,2026-04-06 13:00:00,Plant_B,Sunglasses,107,Grinding_M1,52.96,413.01,25,Line_2,Night,194,0.78
PROD00878,2026-04-06 14:00:00,Plant_B,Sunglasses,391,Grinding_M1,74.01,375.79,10,Line_1,Day,495,0.83
PROD00879,2026-04-06 15:00:00,Plant_A,Sunglasses,386,Assembly_M3,50.68,112.11,21,Line_1,Night,463,0.91
PROD00880,2026-04-06 16:00:00,Plant_A,Reading Glasses,264,Coating_M2,31.65,490.95,31,Line_1,Day,378,0.82
PROD00881,2026-04-06 17:00:00,Plant_B,Optical Frame,403,Assembly_M3,42.53,358.79,22,Line_2,Day,347,0.82
PROD00882,2026-04-06 18:00:00,Plant_A,Optical Frame,302,Coating_M2,36.41,157.01,14,Line_1,Night,474,0.9
PROD00883,2026-04-06 19:00:00,Plant_A,Optical Frame,492,Grinding_M1,60.29,225.95,28,Line_2,Night,357,0.78
PROD00884,2026-04-06 20:00:00,Plant_A,Reading Glasses,363,Grinding_M1,27.16,338.14,56,Line_2,Day,430,0.99
PROD00885,2026-04-06 21:00:00,Plant_B,Reading Glasses,217,Assembly_M3,51.71,174.04,13,Line_2,Night,293,0.98
PROD00886,2026-04-06 22:00:00,Plant_A,Reading Glasses,383,Grinding_M1,61.97,382.73,52,Line_1,Day,283,0.96
PROD00887,2026-04-06 23:00:00,Plant_A,Reading Glasses,246,Coating_M2,76.43,279.76,44,Line_2,Night,120,0.97
PROD00888,2026-04-07 00:00:00,Plant_B,Reading Glasses,270,Coating_M2,52.16,430.09,21,Line_1,Night,338,0.95
PROD00889,2026-04-07 01:00:00,Plant_B,Sunglasses,214,Grinding_M1,23.37,350.42,42,Line_2,Night,427,0.98
PROD00890,2026-04-07 02:00:00,Plant_A,Optical Frame,214,Assembly_M3,44.87,326.21,28,Line_1,Day,192,0.75
PROD00891,2026-04-07 03:00:00,Plant_A,Sunglasses,301,Assembly_M3,28.59,230.19,35,Line_1,Day,101,0.77
PROD00892,2026-04-07 04:00:00,Plant_B,Sunglasses,193,Coating_M2,38.71,200.73,29,Line_2,Day,397,0.76
PROD00893,2026-04-07 05:00:00,Plant_A,Contact Lens,181,Assembly_M3,61.73,267.9,50,Line_1,Night,148,0.95
PROD00894,2026-04-07 06:00:00,Plant_B,Contact Lens,445,Coating_M2,54.0,401.6,28,Line_1,Day,179,0.75
PROD00895,2026-04-07 07:00:00,Plant_B,Prescription Lens,217,Grinding_M1,46.92,396.5,24,Line_2,Day,416,0.98
PROD00896,2026-04-07 08:00:00,Plant_B,Contact Lens,363,Assembly_M3,50.81,478.59,49,Line_1,Night,324,0.71
PROD00897,2026-04-07 09:00:00,Plant_A,Sunglasses,114,Coating_M2,32.04,444.6,47,Line_1,Night,109,0.74
PROD00898,2026-04-07 10:00:00,Plant_A,Reading Glasses,488,Coating_M2,52.95,223.77,0,Line_2,Night,265,0.95
PROD00899,2026-04-07 11:00:00,Plant_A,Contact Lens,383,Assembly_M3,31.83,459.75,30,Line_1,Day,176,0.76
PROD00900,2026-04-07 12:00:00,Plant_A,Contact Lens,209,Assembly_M3,58.52,147.32,46,Line_2,Night,493,0.76
PROD00901,2026-04-07 13:00:00,Plant_A,Optical Frame,355,Coating_M2,26.64,318.39,16,Line_2,Day,426,0.87
PROD00902,2026-04-07 14:00:00,Plant_B,Contact Lens,278,Assembly_M3,44.66,164.08,19,Line_1,Day,194,0.89
PROD00903,2026-04-07 15:00:00,Plant_A,Sunglasses,353,Coating_M2,45.56,313.3,31,Line_2,Night,403,0.79
PROD00904,2026-04-07 16:00:00,Plant_A,Contact Lens,142,Grinding_M1,30.6,368.66,51,Line_1,Day,473,0.86
PROD00905,2026-04-07 17:00:00,Plant_B,Optical Frame,104,Coating_M2,60.24,365.79,0,Line_1,Day,283,0.76
PROD00906,2026-04-07 18:00:00,Plant_B,Prescription Lens,339,Grinding_M1,76.01,304.49,10,Line_2,Night,440,0.75
PROD00907,2026-04-07 19:00:00,Plant_A,Contact Lens,133,Assembly_M3,62.88,284.43,25,Line_2,Day,179,0.86
PROD00908,2026-04-07 20:00:00,Plant_B,Reading Glasses,423,Grinding_M1,30.62,111.15,19,Line_1,Night,389,0.96
PROD00909,2026-04-07 21:00:00,Plant_B,Reading Glasses,416,Grinding_M1,37.01,114.12,25,Line_2,Day,201,0.86
PROD00910,2026-04-07 22:00:00,Plant_A,Optical Frame,210,Assembly_M3,75.92,498.3,36,Line_2,Day,196,0.71
PROD00911,2026-04-07 23:00:00,Plant_B,Sunglasses,127,Assembly_M3,36.52,301.79,12,Line_2,Day,329,0.74
PROD00912,2026-04-08 00:00:00,Plant_B,Optical Frame,241,Grinding_M1,40.71,451.02,28,Line_1,Night,454,0.72
PROD00913,2026-04-08 01:00:00,Plant_B,Contact Lens,262,Assembly_M3,27.17,199.96,49,Line_1,Day,488,0.71
PROD00914,2026-04-08 02:00:00,Plant_A,Contact Lens,202,Coating_M2,41.34,337.48,57,Line_2,Day,391,0.77
PROD00915,2026-04-08 03:00:00,Plant_A,Reading Glasses,116,Grinding_M1,44.65,435.54,45,Line_1,Day,352,0.81
PROD00916,2026-04-08 04:00:00,Plant_B,Prescription Lens,242,Assembly_M3,21.31,163.56,45,Line_2,Night,176,0.76
PROD00917,2026-04-08 05:00:00,Plant_B,Optical Frame,375,Assembly_M3,28.97,142.71,25,Line_1,Night,215,0.77
PROD00918,2026-04-08 06:00:00,Plant_B,Prescription Lens,453,Coating_M2,51.18,337.56,29,Line_1,Day,310,0.72
PROD00919,2026-04-08 07:00:00,Plant_A,Reading Glasses,189,Assembly_M3,67.7,371.84,12,Line_2,Night,162,0.82
PROD00920,2026-04-08 08:00:00,Plant_B,Prescription Lens,354,Assembly_M3,77.85,407.77,0,Line_2,Day,299,0.79
PROD00921,2026-04-08 09:00:00,Plant_A,Optical Frame,114,Coating_M2,20.28,331.64,39,Line_1,Day,230,0.98
PROD00922,2026-04-08 10:00:00,Plant_B,Sunglasses,252,Coating_M2,39.9,365.18,26,Line_1,Day,399,0.85
PROD00923,2026-04-08 11:00:00,Plant_B,Optical Frame,262,Assembly_M3,64.61,487.98,2,Line_1,Day,455,1.0
PROD00924,2026-04-08 12:00:00,Plant_B,Sunglasses,143,Coating_M2,64.44,261.0,7,Line_1,Night,199,0.95
PROD00925,2026-04-08 13:00:00,Plant_B,Contact Lens,278,Assembly_M3,62.32,344.12,7,Line_2,Day,248,0.85
PROD00926,2026-04-08 14:00:00,Plant_A,Contact Lens,248,Coating_M2,31.28,403.44,24,Line_1,Night,192,0.91
PROD00927,2026-04-08 15:00:00,Plant_A,Prescription Lens,420,Grinding_M1,46.45,239.93,33,Line_2,Night,192,0.81
PROD00928,2026-04-08 16:00:00,Plant_A,Prescription Lens,186,Grinding_M1,45.59,285.65,41,Line_1,Night,235,0.82
PROD00929,2026-04-08 17:00:00,Plant_A,Prescription Lens,121,Grinding_M1,49.98,138.18,37,Line_2,Day,220,0.74
PROD00930,2026-04-08 18:00:00,Plant_B,Contact Lens,298,Assembly_M3,32.95,418.73,37,Line_1,Day,158,0.93
PROD00931,2026-04-08 19:00:00,Plant_A,Prescription Lens,357,Grinding_M1,30.16,317.78,20,Line_2,Day,410,0.76
PROD00932,2026-04-08 20:00:00,Plant_B,Sunglasses,491,Assembly_M3,44.23,342.69,0,Line_2,Day,254,0.82
PROD00933,2026-04-08 21:00:00,Plant_B,Optical Frame,363,Coating_M2,53.82,456.1,44,Line_2,Day,450,0.88
PROD00934,2026-04-08 22:00:00,Plant_B,Prescription Lens,134,Grinding_M1,34.09,129.29,7,Line_2,Day,292,0.72
PROD00935,2026-04-08 23:00:00,Plant_B,Optical Frame,168,Grinding_M1,64.65,460.66,59,Line_2,Night,269,0.81
PROD00936,2026-04-09 00:00:00,Plant_A,Reading Glasses,110,Assembly_M3,37.04,452.72,10,Line_2,Night,453,0.91
PROD00937,2026-04-09 01:00:00,Plant_B,Contact Lens,302,Grinding_M1,72.36,176.83,17,Line_2,Night,232,0.88
PROD00938,2026-04-09 02:00:00,Plant_A,Prescription Lens,248,Assembly_M3,56.88,349.0,23,Line_1,Day,469,0.88
PROD00939,2026-04-09 03:00:00,Plant_B,Optical Frame,499,Coating_M2,68.24,245.23,27,Line_1,Night,207,0.77
PROD00940,2026-04-09 04:00:00,Plant_A,Reading Glasses,471,Coating_M2,61.53,233.4,44,Line_1,Day,336,0.78
PROD00941,2026-04-09 05:00:00,Plant_A,Sunglasses,183,Coating_M2,43.68,119.33,24,Line_2,Day,475,0.72
PROD00942,2026-04-09 06:00:00,Plant_A,Optical Frame,234,Coating_M2,77.22,138.17,56,Line_2,Day,130,0.83
PROD00943,2026-04-09 07:00:00,Plant_A,Sunglasses,337,Coating_M2,72.01,230.0,22,Line_2,Day,451,0.96
PROD00944,2026-04-09 08:00:00,Plant_B,Prescription Lens,117,Assembly_M3,76.17,356.28,13,Line_1,Day,397,0.81
PROD00945,2026-04-09 09:00:00,Plant_A,Sunglasses,226,Grinding_M1,65.32,224.85,55,Line_2,Night,122,0.77
PROD00946,2026-04-09 10:00:00,Plant_B,Sunglasses,201,Coating_M2,33.51,394.5,1,Line_2,Day,401,0.72
PROD00947,2026-04-09 11:00:00,Plant_A,Sunglasses,179,Coating_M2,76.08,407.13,23,Line_2,Night,239,0.95
PROD00948,2026-04-09 12:00:00,Plant_B,Prescription Lens,393,Grinding_M1,46.78,198.95,28,Line_2,Day,394,0.76
PROD00949,2026-04-09 13:00:00,Plant_A,Contact Lens,105,Grinding_M1,31.08,358.88,20,Line_1,Night,288,0.82
PROD00950,2026-04-09 14:00:00,Plant_A,Optical Frame,174,Grinding_M1,77.42,490.45,42,Line_1,Day,393,0.87
PROD00951,2026-04-09 15:00:00,Plant_A,Reading Glasses,175,Coating_M2,57.54,333.72,59,Line_1,Night,317,0.8
PROD00952,2026-04-09 16:00:00,Plant_A,Optical Frame,423,Grinding_M1,32.32,355.06,2,Line_1,Day,153,0.95
PROD00953,2026-04-09 17:00:00,Plant_B,Sunglasses,246,Assembly_M3,61.92,435.51,25,Line_1,Day,389,0.9
PROD00954,2026-04-09 18:00:00,Plant_A,Prescription Lens,294,Assembly_M3,76.11,357.01,3,Line_1,Day,397,0.94
PROD00955,2026-04-09 19:00:00,Plant_B,Optical Frame,266,Assembly_M3,38.06,167.51,35,Line_2,Day,417,1.0
PROD00956,2026-04-09 20:00:00,Plant_A,Reading Glasses,479,Assembly_M3,66.2,131.61,50,Line_2,Night,230,0.74
PROD00957,2026-04-09 21:00:00,Plant_A,Sunglasses,207,Coating_M2,79.88,106.05,11,Line_1,Day,222,0.9
PROD00958,2026-04-09 22:00:00,Plant_B,Contact Lens,239,Grinding_M1,33.4,121.03,52,Line_1,Night,132,0.72
PROD00959,2026-04-09 23:00:00,Plant_A,Optical Frame,445,Assembly_M3,72.35,112.15,17,Line_2,Day,193,0.93
PROD00960,2026-04-10 00:00:00,Plant_B,Contact Lens,232,Assembly_M3,64.55,340.05,17,Line_2,Night,153,0.78
PROD00961,2026-04-10 01:00:00,Plant_A,Prescription Lens,436,Coating_M2,31.68,303.56,27,Line_2,Night,244,0.82
PROD00962,2026-04-10 02:00:00,Plant_B,Prescription Lens,421,Assembly_M3,51.77,477.7,34,Line_2,Day,223,0.95
PROD00963,2026-04-10 03:00:00,Plant_B,Optical Frame,359,Assembly_M3,64.94,140.36,6,Line_2,Night,420,0.75
PROD00964,2026-04-10 04:00:00,Plant_B,Contact Lens,389,Grinding_M1,27.38,115.14,52,Line_1,Night,290,0.95
PROD00965,2026-04-10 05:00:00,Plant_A,Prescription Lens,444,Grinding_M1,43.37,145.72,34,Line_1,Night,210,0.99
PROD00966,2026-04-10 06:00:00,Plant_A,Reading Glasses,160,Coating_M2,43.06,381.92,35,Line_2,Night,450,0.79
PROD00967,2026-04-10 07:00:00,Plant_A,Prescription Lens,472,Coating_M2,48.06,364.95,26,Line_2,Night,480,0.77
PROD00968,2026-04-10 08:00:00,Plant_A,Reading Glasses,123,Coating_M2,68.8,174.57,47,Line_1,Day,196,0.76
PROD00969,2026-04-10 09:00:00,Plant_B,Contact Lens,451,Coating_M2,25.55,498.17,25,Line_2,Day,196,0.92
PROD00970,2026-04-10 10:00:00,Plant_B,Prescription Lens,267,Grinding_M1,72.94,330.32,40,Line_1,Day,407,0.88
PROD00971,2026-04-10 11:00:00,Plant_A,Prescription Lens,171,Grinding_M1,75.98,169.14,46,Line_2,Day,365,0.88
PROD00972,2026-04-10 12:00:00,Plant_A,Reading Glasses,203,Assembly_M3,38.43,239.3,54,Line_2,Day,213,1.0
PROD00973,2026-04-10 13:00:00,Plant_B,Optical Frame,185,Assembly_M3,50.19,482.77,7,Line_1,Night,427,0.85
PROD00974,2026-04-10 14:00:00,Plant_B,Prescription Lens,454,Coating_M2,45.06,197.57,4,Line_2,Day,286,0.93
PROD00975,2026-04-10 15:00:00,Plant_B,Reading Glasses,158,Assembly_M3,67.85,492.22,31,Line_2,Night,377,0.88
PROD00976,2026-04-10 16:00:00,Plant_B,Contact Lens,442,Grinding_M1,29.52,227.26,28,Line_2,Day,403,0.84
PROD00977,2026-04-10 17:00:00,Plant_B,Sunglasses,280,Grinding_M1,61.09,285.26,31,Line_2,Day,492,0.72
PROD00978,2026-04-10 18:00:00,Plant_A,Optical Frame,132,Grinding_M1,71.4,380.84,54,Line_2,Night,201,0.91
PROD00979,2026-04-10 19:00:00,Plant_B,Sunglasses,359,Grinding_M1,34.71,222.0,4,Line_2,Night,324,0.75
PROD00980,2026-04-10 20:00:00,Plant_A,Reading Glasses,261,Assembly_M3,28.26,288.85,45,Line_1,Day,131,0.82
PROD00981,2026-04-10 21:00:00,Plant_A,Optical Frame,293,Assembly_M3,75.44,171.64,57,Line_2,Day,143,1.0
PROD00982,2026-04-10 22:00:00,Plant_B,Reading Glasses,247,Grinding_M1,73.7,107.67,59,Line_1,Day,261,0.98
PROD00983,2026-04-10 23:00:00,Plant_A,Optical Frame,328,Grinding_M1,67.66,414.3,48,Line_2,Night,416,0.81
PROD00984,2026-04-11 00:00:00,Plant_A,Reading Glasses,121,Coating_M2,36.77,254.64,2,Line_2,Night,485,0.96
PROD00985,2026-04-11 01:00:00,Plant_A,Prescription Lens,455,Coating_M2,69.58,187.64,15,Line_2,Night,328,0.87
